18wheels>18 Wheeler Deluxe (Rev A) (JPN)>2000>AAMA - Green (Suitable For All Ages)>Sega>>Driving
pjustic>Project Justice (USA, EXP, KOR, AUS) / Moero Justice Gakuen (JPN) (Rev A)>2000>AAMA - Yellow (Animated Violence Mild)>Capcom>>Fighter
psyvar2>Psyvariar 2 - The Will To Fabricate (GDL-0024)>2003>AAMA - Green (Suitable For All Ages)>G-Rev>>Shooter
puyoda>Puyo Puyo Da!>1999>AAMA - Green (Suitable For All Ages)>Compile>>Rhythm
puyofev>Puyo Puyo Fever (GDS-0031)>2003>AAMA - Green (Suitable For All Ages)>Sega>>Puzzle
qmegamis>Quiz Ah Megamisama (JPN, USA, EXP, KOR, AUS)>2000>AAMA - Green (Suitable For All Ages)>Sega>>Quiz
quizqgd>Quiz Keitai Q mode (GDL-0017)>2002>AAMA - Green (Suitable For All Ages)>Amedio (Taito license)>>Quiz
radirgy>Radirgy (GDL-0032)>2005>AAMA - Green (Suitable For All Ages)>Milestone>>Shooter
radirgyn>Radirgy Noir>2009>AAMA - Green (Suitable For All Ages)>Milestone>>Shooter
ringout>Ringout 4x4>1999>AAMA - Green (Suitable For All Ages)>Sega>>Driving
samba>Samba De Amigo (JPN) (Rev B)>1999>AAMA - Green (Suitable For All Ages)>Sega>>Rhythm
samba2k>Samba de Amigo ver. 2000>2000>AAMA - Green (Suitable For All Ages)>Sega>>Rhythm
smarinef>Sega Marine Fishing>2000>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Fishing
sstrkfgt>Sega Strike Fighter (Rev A)>2000>AAMA - Green (Suitable For All Ages)>Wow Entertainment>>Flying
sgtetris>Sega Tetris>1999>AAMA - Green (Suitable For All Ages)>Sega>>Puzzle
senkoo>Senko No Ronde (GDL-0030)>2005>AAMA - Green (Suitable For All Ages)>G-Rev>>Shooter
senko>Senko No Ronde NEW ver. (Rev A) (GDL-0030A)>2005>AAMA - Green (Suitable For All Ages)>G-Rev>>Shooter
senkosp>Senko No Ronde Special (GDL-0038)>2005>AAMA - Green (Suitable For All Ages)>G-Rev>>Shooter
shaktamb>Shakatto Tambourine Cho Powerup Chu (GDS-0016)>2001>AAMA - Green (Suitable For All Ages)>Sega>>Rhythm
shikgam2>Shikigami No Shiro II (JPN) / The Castle of Shikigami II (GDL-0021)>2003>AAMA - Green (Suitable For All Ages)>Alfa System>>Shooter
toukon4>Shin Nihon Pro Wrestling Toukon Retsuden 4 Arcade Edition>2000>AAMA - Yellow (Animated Violence Mild)>Capcom / Namco>>Sports/Wrestling
sl2007>Shooting Love 2007>2007>AAMA - Green (Suitable For All Ages)>Triangle Service>>Shooter
shootopl>Shootout Pool>2001>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Pool and Dart
shootpl>Shootout Pool (JPN, USA, KOR, AUS) / Shootout Pool Prize (EXP)>2001>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Pool and Dart
shootplm>Shootout Pool Medal>2001>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Pool and Dart
slashout>Slashout (GDS-0004)>2000>AAMA - Yellow (Animated Violence Mild)>Sega>>Beat-'Em-Up
slasho>Slashout (JPN, USA, EXP, KOR, AUS)>2000>AAMA - Yellow (Animated Violence Mild)>Sega>>Beat-'Em-Up
soulsurf>Soul Surfer (Rev A)>2002>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Surfing
spawn>Spawn - In the Demon's Hand (JPN, USA, EUR, ASI, AUS)>1999>AAMA - Yellow (Animated Violence Mild)>Capcom>>Beat-'Em-Up
spkrbtl>Spikers Battle (GDS-0005)>2001>AAMA - Yellow (Animated Violence Mild)>Sega>>Beat-'Em-Up
sprtjam>Sports Jam (GDS-0003)>2000>AAMA - Green (Suitable For All Ages)>Sega>>Sports
sfz3ugd>Street Fighter Zero 3 Upper (GDL-0002)>2001>AAMA - Yellow (Animated Violence Mild)>Capcom>>Fighter
smlg99>Super Major League '99>1999>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Baseball
ss2005>Super Shanghai 2005 (GDL-0031)>2005>AAMA - Green (Suitable For All Ages)>Starfish>>Puzzle
ss2005a>Super Shanghai 2005 (Rev A) (GDL-0031A)>2005>AAMA - Green (Suitable For All Ages)>Starfish>>Puzzle
tetkiwam>Tetris Kiwamemichi (GDL-0020)>2004>AAMA - Green (Suitable For All Ages)>Success>>Puzzle
tduno2>Touch de Uno! 2>2000>AAMA - Green (Suitable For All Ages)>Sega>>Tabletop
zunou>Touch de Zunou>2006>AAMA - Green (Suitable For All Ages)>Sega>>Puzzle
toyfight>Toy Fighter>1999>AAMA - Yellow (Animated Violence Mild)>Sega>>Fighter
trgheart>Trigger Heart Exelica (Rev A) (GDL-0036A)>2005>AAMA - Green (Suitable For All Ages)>Warashi>>Shooter
trizeal>Trizeal (GDL-0026)>2004>AAMA - Green (Suitable For All Ages)>Taito>>Shooter
totd>Typing of the Dead, The (JPN, USA, EXP, KOR, AUS) (Rev A)>2000>AAMA - Red (Animated Violence Strong)>Sega>>Miscellaneous
undefeat>Under Defeat (GDL-0035)>2005>AAMA - Green (Suitable For All Ages)>G-Rev>>Shooter
usagui>Usagi - Yamashiro Mahjong Hen (GDL-0022)>2003>AAMA - Green (Suitable For All Ages)>Warashi / Taito / Mahjong Kobo>>Mahjong
usagiym>Usagi - Yamashiro Mahjong Hen (GDL-0022)>2003>AAMA - Green (Suitable For All Ages)>Warashi / Taito / Mahjong Kobo>>Mahjong
vathlete>Virtua Athlete (JPN) / Virtua Athletics (GDS-0019)>2002>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Track & Field
vf4cart>Virtua Fighter 4 (Cartridge)>2001>AAMA - Yellow (Animated Violence Mild)>Sega>>Fighter
vf4>Virtua Fighter 4 (GDS-0012)>2001>AAMA - Yellow (Animated Violence Mild)>Sega>>Fighter
vf4b>Virtua Fighter 4 (Rev B) (GDS-0012B)>2001>AAMA - Yellow (Animated Violence Mild)>Sega>>Fighter
vf4c>Virtua Fighter 4 (Rev C) (GDS-0012C)>2001>AAMA - Yellow (Animated Violence Mild)>Sega>>Fighter
vf4evoct>Virtua Fighter 4 Evolution (Cartridge)>2001>AAMA - Yellow (Animated Violence Mild)>Sega>>Fighter
vf4evoa>Virtua Fighter 4 Evolution (Rev A) (GDS-0024A)>2002>AAMA - Yellow (Animated Violence Mild)>Sega>>Fighter
vf4evo>Virtua Fighter 4 Evolution (Rev B) (GDS-0024B)>2002>AAMA - Yellow (Animated Violence Mild)>Sega>>Fighter
vf4tuneda>Virtua Fighter 4 Final Tuned (Rev A) (GDS-0036A)>2004>AAMA - Yellow (Animated Violence Mild)>Sega>>Fighter
vf4tunedd>Virtua Fighter 4 Final Tuned (Rev D) (GDS-0036D)>2004>AAMA - Yellow (Animated Violence Mild)>Sega>>Fighter
vf4tuned>Virtua Fighter 4 Final Tuned (Rev F) (GDS-0036F)>2004>AAMA - Yellow (Animated Violence Mild)>Sega>>Fighter
virnba>Virtua NBA (JPN, USA, EXP, KOR, AUS)>2000>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Basketball
virnbao>Virtua NBA (JPN, USA, EXP, KOR, AUS) (original)>2000>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Basketball
virnbap>Virtua NBA (prototype)>2000>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Basketball
vs2_2k>Virtua Striker 2 Ver. 2000 (JPN, USA, EXP, KOR, AUS)>1999>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Soccer
vstrik3cb>Virtua Striker 3 (Cart, rev. B) (USA, EXP, KOR, AUS)>2001>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Soccer
vstrik3c>Virtua Striker 3 (Cart, rev. C) (USA, EXP, KOR, AUS)>2001>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Soccer
vstrik3>Virtua Striker 3 (GDS-0006)>2001>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Soccer
vonot>Virtual On Oratorio Tangram M.S.B.S. ver5.66 2000 Edition>2000>AAMA - Green (Suitable For All Ages)>Sega>>Shooter
wrungp>Wave Runner GP>2003>AAMA - Green (Suitable For All Ages)>Sega>>Water
wldrider>Wild Riders (JPN, USA, EXP, KOR, AUS)>2001>AAMA - Yellow (Animated Violence Mild)>Sega>>Driving
wldkicks>World Kicks>2000>AAMA - Green (Suitable For All Ages)>Capcom/Namco>>Sports/Soccer
wsbbgd>World Series Baseball / Super Major League (JPN) (GDS-0010)>2001>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Baseball
wwfroyal>WWF Royal Rumble (JPN, USA, EXP, KOR, AUS)>2000>AAMA - Yellow (Animated Violence Mild)>Sega>>Sports/Wrestling
zerogu2>Zero Gunner 2>2001>AAMA - Green (Suitable For All Ages)>Psikyo>>Shooter
zombrvn>Zombie Revenge (JPN, USA, EXP, KOR, AUS)>1999>AAMA - Red (Animated Violence Strong)>Sega>>Beat-'Em-Up
