Nam 1965-1975 (USA)>Nam 1965-1975 (USA)>1991>Other - NR (Not Rated)>Domark>>Strategy
Academy - Tau Ceti II (Europe)>Academy - Tau Ceti II (Europe)>1987>Other - NR (Not Rated)>CRL>>Shooter
Action Fighter (USA)>Action Fighter (USA)>1989>Other - NR (Not Rated)>Sega>>Shoot-'Em-Up
Action Service (Europe)>Action Service (Europe)>1988>Other - NR (Not Rated)>Cobra Soft>>Beat-'Em-Up
Addams Family (Europe)>Addams Family (Europe)>1992>Other - NR (Not Rated)>Ocean Software>>Platform
Addictaball (Europe)>Addictaball (Europe)>1987>Other - NR (Not Rated)>Alligata Software>>Breakout
Adidas Championship Tie Break (Europe)>Adidas Championship Tie Break (Europe)>1990>Other - NR (Not Rated)>Starbyte>>Sports/Tennis
Adrenalynn (Europe)>Adrenalynn (Europe)>1991>Other - NR (Not Rated)>Exponentia>>Sports/Futuristic
ADS - Advanced Destroyer Simulator (Europe)>ADS - Advanced Destroyer Simulator (Europe)>1990>Other - NR (Not Rated)>Futura>>Shooter
Advanced Fruit Machine Simulator (Europe)>Advanced Fruit Machine Simulator (Europe)>1987>Other - NR (Not Rated)>Codemasters>>Casino
Advanced Rugby Simulator (Europe)>Advanced Rugby Simulator (Europe)>1988>Other - NR (Not Rated)>Codemasters>>Sports/Rugby
Advanced Ski Simulator (Europe)>Advanced Ski Simulator (Europe)>1989>Other - NR (Not Rated)>Codemasters>>Sports/Skiing
Advantage Tennis (Europe)>Advantage Tennis (Europe)>1991>Other - NR (Not Rated)>Infogrames>>Sports/Tennis
Adventures of Maddog Williams, The - The Dungeons of Duridian (Europe)>Adventures of Maddog Williams, The - The Dungeons of Duridian (Europe)>1991>Other - NR (Not Rated)>Game Crafters>>Adventure
Adventures of Quik & Silva, The (Europe)>Adventures of Quik & Silva, The (Europe)>1991>Other - NR (Not Rated)>New Bits on the Ram>>Platform
Adventures of Robin Hood, The (Europe)>Adventures of Robin Hood, The (Europe)>1991>Other - NR (Not Rated)>Millennium>>Role-Playing
Affaire, L' (Europe)>Affaire, L' (Europe)>1987>Other - NR (Not Rated)>Infogrames>>Adventure
African Raiders (Europe)>African Raiders (Europe)>1988>Other - NR (Not Rated)>Coktel Vision>>Driving
Afrika Korps (Europe) (Disk 1)>Afrika Korps (Europe) (Disk 1)>1991>Other - NR (Not Rated)>Impressions>>Strategy
Afrika Korps (Europe) (Disk 2)>Afrika Korps (Europe) (Disk 2)>1991>Other - NR (Not Rated)>Impressions>>Strategy
After Burner (Europe)>After Burner (Europe)>1988>Other - NR (Not Rated)>Activision>>Shooter
After The War (Europe) (Disk 1)>After The War (Europe) (Disk 1)>1989>Other - NR (Not Rated)>Dinamic>>Beat-'Em-Up
After The War (Europe) (Disk 2)>After The War (Europe) (Disk 2)>1989>Other - NR (Not Rated)>Dinamic>>Beat-'Em-Up
AGE - Advanced Galactic Empire (Europe)>AGE - Advanced Galactic Empire (Europe)>1991>Other - NR (Not Rated)>Coktel Vision>>Adventure
Aigle d'Or, L' (France)>Aigle d'Or, L' (France)>1991>Other - NR (Not Rated)>Loriciel>>Adventure
Air Bucks (Europe)>Air Bucks (Europe)>1992>Other - NR (Not Rated)>Impressions>>Strategy
Air Supply (Europe) (Disk 1)>Air Supply (Europe) (Disk 1)>1990>Other - NR (Not Rated)>Magic Bytes>>Shoot-'Em-Up
Air Supply (Europe) (Disk 2)>Air Supply (Europe) (Disk 2)>1990>Other - NR (Not Rated)>Magic Bytes>>Shoot-'Em-Up
Air Support (Europe) (Disk 1)>Air Support (Europe) (Disk 1)>1992>Other - NR (Not Rated)>Psygnosis>>Simulation
Air Support (Europe) (Disk 2)>Air Support (Europe) (Disk 2)>1992>Other - NR (Not Rated)>Psygnosis>>Simulation
Air Warrior 1.1 (Europe)>Air Warrior 1.1 (Europe)>1988>Other - NR (Not Rated)>On-Line Entertainment>>Simulation
Air Warrior 2.0 (Europe) (Disk 1)>Air Warrior 2.0 (Europe) (Disk 1)>1990>Other - NR (Not Rated)>On-Line Entertainment>>Simulation
Air Warrior 2.0 (Europe) (Disk 2)>Air Warrior 2.0 (Europe) (Disk 2)>1990>Other - NR (Not Rated)>On-Line Entertainment>>Simulation
Air Warrior 2.0 (Europe) (Disk 3)>Air Warrior 2.0 (Europe) (Disk 3)>1990>Other - NR (Not Rated)>On-Line Entertainment>>Simulation
Airball (Europe)>Airball (Europe)>1987>Other - NR (Not Rated)>Microdeal>>Platform
Airborne Ranger (Europe)>Airborne Ranger (Europe)>1989>Other - NR (Not Rated)>MicroProse>>Simulation
Albedo (France)>Albedo (France)>1988>Other - NR (Not Rated)>Myriad>>Shooter
Alcatraz (Europe) (Disk 1)>Alcatraz (Europe) (Disk 1)>1992>Other - NR (Not Rated)>Infogrames>>Action
Alcatraz (Europe) (Disk 2)>Alcatraz (Europe) (Disk 2)>1992>Other - NR (Not Rated)>Infogrames>>Action
Alcon (USA)>Alcon (USA)>1987>Other - NR (Not Rated)>Taito>>Shoot-'Em-Up
Alf - The First Adventure (USA)>Alf - The First Adventure (USA)>1989>Other - NR (Not Rated)>Box Office>>Maze
Aliants - The Desperate Battle for Earth (USA) (Disk 1)>Aliants - The Desperate Battle for Earth (USA) (Disk 1)>1987>Other - NR (Not Rated)>StarSoft Development Laboratories>>Role-Playing
Aliants - The Desperate Battle for Earth (USA) (Disk 2)>Aliants - The Desperate Battle for Earth (USA) (Disk 2)>1987>Other - NR (Not Rated)>StarSoft Development Laboratories>>Role-Playing
Alien Blast (France) (Unl)>Alien Blast (France) (Unl)>1996>Other - NR (Not Rated)>Epileptical>>Shoot-'Em-Up
Alien Busters IV (Europe) (Unl)>Alien Busters IV (Europe) (Unl)>1996>Other - NR (Not Rated)>Decon>>Shoot-'Em-Up
Alien Fires 2199 AD (USA) (Disk 1)>Alien Fires 2199 AD (USA) (Disk 1)>1987>Other - NR (Not Rated)>Paragon Software>>Role-Playing
Alien Fires 2199 AD (USA) (Disk 2)>Alien Fires 2199 AD (USA) (Disk 2)>1987>Other - NR (Not Rated)>Paragon Software>>Role-Playing
Alien Storm (Europe)>Alien Storm (Europe)>1991>Other - NR (Not Rated)>US Gold>>Shoot-'Em-Up
Alien Syndrome (Europe)>Alien Syndrome (Europe)>1987>Other - NR (Not Rated)>Sega>>Shooter
Alien Thing (Europe)>Alien Thing (Europe)>1995>Other - NR (Not Rated)>Top Byte Software>>Shoot-'Em-Up
Alien Thing - Expert Edition (Europe)>Alien Thing - Expert Edition (Europe)>1996>Other - NR (Not Rated)>Top Byte Software>>Shooter
Alien World (Europe)>Alien World (Europe)>1992>Other - NR (Not Rated)>Hi-Tec Software>>Shoot-'Em-Up
Alienation (Europe) (Unl)>Alienation (Europe) (Unl)>1990>Other - NR (Not Rated)>Wacko Software>>Platform
All Aboard! Micro Gauge Train Set (USA)>All Aboard! Micro Gauge Train Set (USA)>1988>Other - NR (Not Rated)>Bay Cities Software>>Simulation
All Blocked Up (Europe)>All Blocked Up (Europe)>1987>Other - NR (Not Rated)>Shoestring Software>>Educational
Alpha Waves (Europe)>Alpha Waves (Europe)>1990>Other - NR (Not Rated)>Infogrames>>Platform
Alphabet Mix (Europe)>Alphabet Mix (Europe)>1991>Other - NR (Not Rated)>Shoestring Software>>Educational
Alphamax (USA)>Alphamax (USA)>19xx>Other - NR (Not Rated)>New Dimensions>>Shoot-'Em-Up
Alpine Games (Europe)>Alpine Games (Europe)>1988>Other - NR (Not Rated)>Atlantis Software>>Sports/Olympic
Altair (Europe)>Altair (Europe)>1987>Other - NR (Not Rated)>Ere Informatique>>Shoot-'Em-Up
Altered Beast (Europe)>Altered Beast (Europe)>1989>Other - NR (Not Rated)>Activision>>Beat-'Em-Up
Alternate Reality - The City (USA)>Alternate Reality - The City (USA)>1986>Other - NR (Not Rated)>Datasoft>>Role-Playing
Amazeing (Europe) (Unl)>Amazeing (Europe) (Unl)>19xx>Other - NR (Not Rated)>M. Lundberg>>Maze
Amazing Spiderman, The (Europe)>Amazing Spiderman, The (Europe)>1990>Other - NR (Not Rated)>Empire Software>>Platform
Amazon (Europe)>Amazon (Europe)>1985>Other - NR (Not Rated)>Telarium>>Adventure
Amberstar (Europe) (Disk 1)>Amberstar (Europe) (Disk 1)>1992>Other - NR (Not Rated)>Thalion>>Role-Playing
Amberstar (Europe) (Disk 2)>Amberstar (Europe) (Disk 2)>1992>Other - NR (Not Rated)>Thalion>>Role-Playing
Amberstar (Europe) (Disk 3)>Amberstar (Europe) (Disk 3)>1992>Other - NR (Not Rated)>Thalion>>Role-Playing
AMC - Astro Marine Corps (Europe)>AMC - Astro Marine Corps (Europe)>1990>Other - NR (Not Rated)>Dinamic>>Shoot-'Em-Up
Ammotrack (Europe) (Unl)>Ammotrack (Europe) (Unl)>1988>Other - NR (Not Rated)>Dennis Publishing>>Driving
Anarchy (USA)>Anarchy (USA)>1992>Other - NR (Not Rated)>Sizzlers>>Shoot-'Em-Up
Anarchy Academy (Europe) (Unl)>Anarchy Academy (Europe) (Unl)>1992>Other - NR (Not Rated)>Aadwark Software>>Role-Playing
Ancient Art of War in the Skies, The (Europe) (Disk 1)>Ancient Art of War in the Skies, The (Europe) (Disk 1)>1993>Other - NR (Not Rated)>MicroProse>>Strategy
Ancient Art of War in the Skies, The (Europe) (Disk 2)>Ancient Art of War in the Skies, The (Europe) (Disk 2)>1993>Other - NR (Not Rated)>MicroProse>>Strategy
Ancient Art of War in the Skies, The (Europe) (Disk 3)>Ancient Art of War in the Skies, The (Europe) (Disk 3)>1993>Other - NR (Not Rated)>MicroProse>>Strategy
Ancient Art of War in the Skies, The (Europe) (Disk 4)>Ancient Art of War in the Skies, The (Europe) (Disk 4)>1993>Other - NR (Not Rated)>MicroProse>>Strategy
Ancient Battles (Europe)>Ancient Battles (Europe)>1990>Other - NR (Not Rated)>Cases Comnputer Simulations>>Strategy
Ancient Games (Europe)>Ancient Games (Europe)>1991>Other - NR (Not Rated)>Energize>>Sports/Olympic
Andes Attack (Europe)>Andes Attack (Europe)>1988>Other - NR (Not Rated)>Llamasoft>>Shoot-'Em-Up
Andromeda (Europe) (Unl)>Andromeda (Europe) (Unl)>19xx>Other - NR (Not Rated)>Adrian Keylock>>Shoot-'Em-Up
Anduril (Europe) (Unl)>Anduril (Europe) (Unl)>1986>Other - NR (Not Rated)>M. Dheus>>Action
Ange de Cristal, L' (France)>Ange de Cristal, L' (France)>1988>Other - NR (Not Rated)>Ere Informatique>>Action
Angel Nieto Pole 500 (Europe)>Angel Nieto Pole 500 (Europe)>1990>Other - NR (Not Rated)>Opera Sport>>Motorcycle
Animal Kingdom (USA)>Animal Kingdom (USA)>1986>Other - NR (Not Rated)>Unicorn Software>>Educational
Annals Of Rome (Europe)>Annals Of Rome (Europe)>1987>Other - NR (Not Rated)>Mirrorsoft>>Strategy
Annex (Europe)>Annex (Europe)>1992>Other - NR (Not Rated)>LAPD>>Role-Playing
Annihilator (Europe) (Unl)>Annihilator (Europe) (Unl)>1991>Other - NR (Not Rated)>Budgie UK>>Shoot-'Em-Up
Another World (France)>Another World (France)>1991>Other - NR (Not Rated)>Delphine>>Adventure
Antago (Europe)>Antago (Europe)>1990>Other - NR (Not Rated)>Art of Dreams>>Board Games
Antago (France)>Antago (France)>1990>Other - NR (Not Rated)>Art of Dreams>>Board Games
Apache Flight (Europe)>Apache Flight (Europe)>1992>Other - NR (Not Rated)>Atlantis Software>>Shoot-'Em-Up
Apprentice (Europe)>Apprentice (Europe)>1990>Other - NR (Not Rated)>Rainbow Arts>>Platform
Aquanaut (Europe)>Aquanaut (Europe)>1989>Other - NR (Not Rated)>Addictive Games>>Shoot-'Em-Up
Arcade Fruit Machine (Europe)>Arcade Fruit Machine (Europe)>1992>Other - NR (Not Rated)>Zeppelin Games>>Casino
Arcade Mania (Europe) (Unl)>Arcade Mania (Europe) (Unl)>1991>Other - NR (Not Rated)>Arne Standnes>>Shoot-'Em-Up
Arcade Trivia Quiz (Europe)>Arcade Trivia Quiz (Europe)>1991>Other - NR (Not Rated)>Zeppelin Games>>Casino
Archer MacLean's Pool (USA)>Archer MacLean's Pool (USA)>1992>Other - NR (Not Rated)>Virgin Mastertronic>>Sports/Pool and Dart
Archipelagos (USA)>Archipelagos (USA)>1989>Other - NR (Not Rated)>Logotron>>Puzzle
Arctic Fox (USA)>Arctic Fox (USA)>1986>Other - NR (Not Rated)>Electronic Arts>>Shooter
Arctic Moves (Europe) (Disk 1)>Arctic Moves (Europe) (Disk 1)>1991>Other - NR (Not Rated)>Dinamic>>Shoot-'Em-Up
Arctic Moves (Europe) (Disk 2)>Arctic Moves (Europe) (Disk 2)>1991>Other - NR (Not Rated)>Dinamic>>Shoot-'Em-Up
Arena (Europe)>Arena (Europe)>1986>Other - NR (Not Rated)>Psygnosis>>Sports/Olympic
Arkanoid (Europe)>Arkanoid (Europe)>1987>Other - NR (Not Rated)>Imagine>>Breakout
Arkanoid II - Revenge of Doh (Europe)>Arkanoid II - Revenge of Doh (Europe)>1988>Other - NR (Not Rated)>Imagine>>Breakout
Arkanoid III (Europe) (Unl)>Arkanoid III (Europe) (Unl)>1987>Other - NR (Not Rated)>Mario>>Breakout
Armada (USA)>Armada (USA)>1990>Other - NR (Not Rated)>ARC>>Strategy
Armageddon Man, the (Europe)>Armageddon Man, the (Europe)>1988>Other - NR (Not Rated)>Martech>>Strategy
Armalyte (Europe)>Armalyte (Europe)>1991>Other - NR (Not Rated)>Thalamus>>Shoot-'Em-Up
Armour-Geddon (Europe)>Armour-Geddon (Europe)>1991>Other - NR (Not Rated)>Psygnosis>>Strategy
Armoured Operation (Europe)>Armoured Operation (Europe)>1993>Other - NR (Not Rated)>Powerfist Licenceware>>Shooter
Army Moves (Europe)>Army Moves (Europe)>1988>Other - NR (Not Rated)>Imagine>>Shoot-'Em-Up
Around the World (Europe)>Around the World (Europe)>1992>Other - NR (Not Rated)>Floppyshop>>Action
Arthur of the Britons (Europe)>Arthur of the Britons (Europe)>1989>Other - NR (Not Rated)>LAPD>>Strategy
Artificial Dreams (Europe)>Artificial Dreams (Europe)>1988>Other - NR (Not Rated)>HTL>>Shoot-'Em-Up
Artura (Europe)>Artura (Europe)>1988>Other - NR (Not Rated)>Gremlin Graphics>>Action
Astaroth (Europe)>Astaroth (Europe)>1993>Other - NR (Not Rated)>Hewson Consultants>>Action
Astate (France)>Astate (France)>1990>Other - NR (Not Rated)>New Deal Productions>>Adventure
Asterix - Operation Getafix (Europe)>Asterix - Operation Getafix (Europe)>1989>Other - NR (Not Rated)>Coktel Vision>>Action
Asteroidia (USA) (Unl)>Asteroidia (USA) (Unl)>1995>Other - NR (Not Rated)>Munsie>>Shoot-'Em-Up
Asteroids (Europe) (Unl)>Asteroids (Europe) (Unl)>1992>Other - NR (Not Rated)>Sinister Developments>>Shoot-'Em-Up
Asteroids Deluxe (Europe)>Asteroids Deluxe (Europe)>1987>Other - NR (Not Rated)>Atari Corp.>>Shoot-'Em-Up
Astro 2000 (Europe) (Unl)>Astro 2000 (Europe) (Unl)>1996>Other - NR (Not Rated)>Cybernation Software>>Shoot-'Em-Up
AstroPanic 94! (USA) (Unl)>AstroPanic 94! (USA) (Unl)>1994>Other - NR (Not Rated)>Dan Ackerman>>Shoot-'Em-Up
AstroPanic! (USA) (Unl)>AstroPanic! (USA) (Unl)>1986>Other - NR (Not Rated)>Charles Brannon>>Shoot-'Em-Up
Atari Grand Prix (Europe) (Disk 1)>Atari Grand Prix (Europe) (Disk 1)>1989>Other - NR (Not Rated)>Atari Corp.>>Driving
Atari Grand Prix (Europe) (Disk 2)>Atari Grand Prix (Europe) (Disk 2)>1989>Other - NR (Not Rated)>Atari Corp.>>Driving
Atari Planetarium, The (USA)>Atari Planetarium, The (USA)>1987>Other - NR (Not Rated)>Atari>>Educational
Atax (Europe)>Atax (Europe)>1988>Other - NR (Not Rated)>Ramware>>Shoot-'Em-Up
ATF II - Advanced Tactical Fighter II (Europe)>ATF II - Advanced Tactical Fighter II (Europe)>1990>Other - NR (Not Rated)>Digital Integration>>Shooter
Atomic RoboKid (Europe)>Atomic RoboKid (Europe)>1990>Other - NR (Not Rated)>Activision>>Shoot-'Em-Up
Atomino (Europe)>Atomino (Europe)>1990>Other - NR (Not Rated)>Psygnosis>>Puzzle
Atomix (Europe)>Atomix (Europe)>1989>Other - NR (Not Rated)>Thalion>>Puzzle
Aussie Joker Poker (USA)>Aussie Joker Poker (USA)>1989>Other - NR (Not Rated)>Joker Software>>Casino
Austerlitz (Europe)>Austerlitz (Europe)>1990>Other - NR (Not Rated)>MirrorSoft>>Strategy
Auto Duel (Europe) (Disk 1)>Auto Duel (Europe) (Disk 1)>1986>Other - NR (Not Rated)>Origin Systems>>Role-Playing
Auto Duel (Europe) (Disk 2)>Auto Duel (Europe) (Disk 2)>1986>Other - NR (Not Rated)>Origin Systems>>Role-Playing
AV-8B Harrier Assault (Europe) (Disk 1)>AV-8B Harrier Assault (Europe) (Disk 1)>1992>Other - NR (Not Rated)>Domark>>Simulation
AV-8B Harrier Assault (Europe) (Disk 2)>AV-8B Harrier Assault (Europe) (Disk 2)>1992>Other - NR (Not Rated)>Domark>>Simulation
Avina Blue (Europe) (Unl)>Avina Blue (Europe) (Unl)>1991>Other - NR (Not Rated)>Budgie UK>>Shoot-'Em-Up
Awesome (Europe) (Disk 1)>Awesome (Europe) (Disk 1)>1991>Other - NR (Not Rated)>Psygnosis>>Shooter
Awesome (Europe) (Disk 2)>Awesome (Europe) (Disk 2)>1991>Other - NR (Not Rated)>Psygnosis>>Shooter
Awesome (Europe) (Disk 3)>Awesome (Europe) (Disk 3)>1991>Other - NR (Not Rated)>Psygnosis>>Shooter
Axel's Magic Hammer (Europe)>Axel's Magic Hammer (Europe)>1989>Other - NR (Not Rated)>Gremlin Graphics>>Platform
Axis (Europe) (Unl)>Axis (Europe) (Unl)>1993>Other - NR (Not Rated)>Serious Software>>Puzzle
Azarian (Canada) (Unl)>Azarian (Canada) (Unl)>1987>Other - NR (Not Rated)>Synergy Development>>Shoot-'Em-Up
B.A.T. (Europe) (Disk 1)>B.A.T. (Europe) (Disk 1)>1989>Other - NR (Not Rated)>UBI Soft>>Role-Playing
B.A.T. (Europe) (Disk 2)>B.A.T. (Europe) (Disk 2)>1989>Other - NR (Not Rated)>UBI Soft>>Role-Playing
B.A.T. (Europe) (Disk 3)>B.A.T. (Europe) (Disk 3)>1989>Other - NR (Not Rated)>UBI Soft>>Role-Playing
B.A.T. II (Europe) (Disk 1)>B.A.T. II (Europe) (Disk 1)>1991>Other - NR (Not Rated)>UBI Soft>>Role-Playing
B.A.T. II (Europe) (Disk 2)>B.A.T. II (Europe) (Disk 2)>1991>Other - NR (Not Rated)>UBI Soft>>Role-Playing
B.A.T. II (Europe) (Disk 3)>B.A.T. II (Europe) (Disk 3)>1991>Other - NR (Not Rated)>UBI Soft>>Role-Playing
B.A.T. II (Europe) (Disk 4)>B.A.T. II (Europe) (Disk 4)>1991>Other - NR (Not Rated)>UBI Soft>>Role-Playing
B.A.T. II (Europe) (Disk 5)>B.A.T. II (Europe) (Disk 5)>1991>Other - NR (Not Rated)>UBI Soft>>Role-Playing
B17 - Flying Fortress (Europe)>B17 - Flying Fortress (Europe)>1993>Other - NR (Not Rated)>MicroProse>>Simulation
Baal (Europe)>Baal (Europe)>1988>Other - NR (Not Rated)>Psygnosis>>Action
Baby Jo - Going Home (Europe)>Baby Jo - Going Home (Europe)>1991>Other - NR (Not Rated)>Loriciel>>Platform
Back to the Future II (Europe)>Back to the Future II (Europe)>1990>Other - NR (Not Rated)>MirrorSoft>>Beat-'Em-Up
Back to the Future III (Europe)>Back to the Future III (Europe)>1991>Other - NR (Not Rated)>Image Works>>Adventure
Back to the Golden Age (USA)>Back to the Golden Age (USA)>1990>Other - NR (Not Rated)>UBI Soft>>Action
Backgammon (Europe)>Backgammon (Europe)>1988>Other - NR (Not Rated)>Atari Corp.>>Board Games
Backgammon Royale (Europe)>Backgammon Royale (Europe)>1991>Other - NR (Not Rated)>CP Software>>Board Games
Backlash (Europe)>Backlash (Europe)>1987>Other - NR (Not Rated)>Novagen Software>>Shooter
Bad Cat (Europe)>Bad Cat (Europe)>1987>Other - NR (Not Rated)>Rainbow Arts>>Action
Bad Company (Europe)>Bad Company (Europe)>1989>Other - NR (Not Rated)>Logotron>>Shooter
Bad Dudes vs. Dragon Ninja (USA)>Bad Dudes vs. Dragon Ninja (USA)>1988>Other - NR (Not Rated)>Imagine>>Beat-'Em-Up
Badlands (Europe)>Badlands (Europe)>1990>Other - NR (Not Rated)>Domark>>Driving
Badlands Pete (Europe)>Badlands Pete (Europe)>1990>Other - NR (Not Rated)>ARC>>Action
Baker Street Detective (USA)>Baker Street Detective (USA)>1986>Other - NR (Not Rated)>Artworx Software>>Adventure
Balance of Power (USA)>Balance of Power (USA)>1987>Other - NR (Not Rated)>Mindscape>>Strategy
Balance of Power - The 1990 Edition (USA)>Balance of Power - The 1990 Edition (USA)>1990>Other - NR (Not Rated)>Mindscape>>Strategy
Ball Game, The (Europe)>Ball Game, The (Europe)>1991>Other - NR (Not Rated)>Electronic Zoo>>Puzzle
Ball Zone (Europe) (Unl)>Ball Zone (Europe) (Unl)>1988>Other - NR (Not Rated)>Budgie UK>>Breakout
Ballistix (Europe)>Ballistix (Europe)>1989>Other - NR (Not Rated)>Psyclapse>>Sports/Futuristic
Balls Quest (Europe) (Unl)>Balls Quest (Europe) (Unl)>19xx>Other - NR (Not Rated)>L. Ramon>>Puzzle
Balls Up (Europe) (Unl)>Balls Up (Europe) (Unl)>19xx>Other - NR (Not Rated)>Poon Software>>Puzzle
Ballyhoo (USA)>Ballyhoo (USA)>1986>Other - NR (Not Rated)>Infocom>>Adventure
Bambino and the Puzzle (Europe)>Bambino and the Puzzle (Europe)>1989>Other - NR (Not Rated)>Carrez Editions>>Puzzle
Bang and Blast Man (Europe) (Unl)>Bang and Blast Man (Europe) (Unl)>1996>Other - NR (Not Rated)>Megagold>>Maze
Bangkok Knights (Europe)>Bangkok Knights (Europe)>1989>Other - NR (Not Rated)>System 3>>Sports/Boxing
Bank Buster (USA)>Bank Buster (USA)>1988>Other - NR (Not Rated)>Methodic Solutions>>Breakout
Bank-It (Europe)>Bank-It (Europe)>1987>Other - NR (Not Rated)>Aaronfay Marketing Ltd>>Casino
Barbarian (Europe)>Barbarian (Europe)>1987>Other - NR (Not Rated)>Psygnosis>>Action
Barbarian - The Ultimate Warrior (Europe)>Barbarian - The Ultimate Warrior (Europe)>1987>Other - NR (Not Rated)>US Gold>>Fighter
Barbarian II (Europe) (Disk 1)>Barbarian II (Europe) (Disk 1)>1991>Other - NR (Not Rated)>Psygnosis>>Action
Barbarian II (Europe) (Disk 2)>Barbarian II (Europe) (Disk 2)>1991>Other - NR (Not Rated)>Psygnosis>>Action
Barbarian II - The Dungeon of Drax (Europe)>Barbarian II - The Dungeon of Drax (Europe)>1988>Other - NR (Not Rated)>Palace Software>>Fighter
Bard's Tale, The  - Tales of the Unknown (USA)>Bard's Tale, The  - Tales of the Unknown (USA)>1987>Other - NR (Not Rated)>Electronic Arts>>Role-Playing
Bargon Attack (Europe)>Bargon Attack (Europe)>1992>Other - NR (Not Rated)>Coktel Vision>>Adventure
Basket Manager, The (Europe)>Basket Manager, The (Europe)>1990>Other - NR (Not Rated)>Simulmondo>>Sports/Basketball
Batman - The Caped Crusader (Europe)>Batman - The Caped Crusader (Europe)>1988>Other - NR (Not Rated)>Ocean Software>>Action
