koshien>Ah Eikou no Koshien (Japan)>1990>Other - NR (Not Rated)>Taito Corporation>>Sports/Baseball
chukataij>Chuka Taisen (Japan)>1988>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
chukataiu>Chuka Taisen (US)>1988>Other - NR (Not Rated)>Taito America Corporation>>Shoot-'Em-Up
chukatai>Chuka Taisen (World)>1988>Other - NR (Not Rated)>Taito Corporation Japan>>Shoot-'Em-Up
cleopatr>Cleopatra Fortune (Ver 2.1J 1996/09/05)>1996>Other - NR (Not Rated)>Taito Corporation>>Puzzle
colony7>Colony 7 (set 1)>1981>Other - NR (Not Rated)>Taito>>Shooter
colony7a>Colony 7 (set 2)>1981>Other - NR (Not Rated)>Taito>>Shooter
commandw>Command War - Super Special Battle & War Game (Ver 0.0J) (Prototype)>1992>Other - NR (Not Rated)>Taito Corporation>>Fighter
complexx>Complex X>1984>Other - NR (Not Rated)>Taito America Corporation>>Platform
contcircj>Continental Circus (Japan)>1987>Other - NR (Not Rated)>Taito Corporation>>Driving
contcircu>Continental Circus (US set 1)>1987>Other - NR (Not Rated)>Taito America Corporation>>Driving
contcircua>Continental Circus (US set 2)>1987>Other - NR (Not Rated)>Taito America Corporation>>Driving
contcirc>Continental Circus (World)>1987>Other - NR (Not Rated)>Taito Corporation Japan>>Driving
cosmicmo>Cosmic Monsters (version II)>1979>Other - NR (Not Rated)>Taito / Universal>>Shoot-'Em-Up
cosmicm2>Cosmic Monsters 2>1979>Other - NR (Not Rated)>Taito / Universal>>Shoot-'Em-Up
qcrayon2>Crayon Shinchan Orato Asobo (Japan)>1993>Other - NR (Not Rated)>Taito Corporation>>Mini-Games
crbaloon>Crazy Balloon (set 1)>1980>Other - NR (Not Rated)>Taito Corporation>>Maze
crbaloon2>Crazy Balloon (set 2)>1980>Other - NR (Not Rated)>Taito Corporation>>Maze
crimecj>Crime City (Japan)>1989>Other - NR (Not Rated)>Taito Corporation>>Shooter
crimecu>Crime City (US)>1989>Other - NR (Not Rated)>Taito America Corporation>>Shooter
crimec>Crime City (World)>1989>Other - NR (Not Rated)>Taito Corporation Japan>>Shooter
cyclemb>Cycle Maabou (Japan)>1984>Other - NR (Not Rated)>Taito Corporation>>Platform
daikaiju>Daikaiju no Gyakushu>1986>Other - NR (Not Rated)>Taito>>Shoot-'Em-Up
daisenpu>Daisenpu (Japan)>1989>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
dankuga>Dan-Ku-Ga (Ver 0.0J 1994/12/13) (Prototype)>1994>Other - NR (Not Rated)>Taito Corporation>>Fighter
dariuse>Darius (Extra) (Japan)>1986>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
dariuso>Darius (Japan old version)>1986>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
dariusj>Darius (Japan)>1986>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
darius>Darius (World)>1986>Other - NR (Not Rated)>Taito Corporation Japan>>Shoot-'Em-Up
dariusgu>Darius Gaiden - Silver Hawk (Ver 2.5A 1994/09/19)>1994>Other - NR (Not Rated)>Taito America Corporation>>Shoot-'Em-Up
dariusgj>Darius Gaiden - Silver Hawk (Ver 2.5J 1994/09/19)>1994>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
dariusg>Darius Gaiden - Silver Hawk (Ver 2.5O 1994/09/19)>1994>Other - NR (Not Rated)>Taito Corporation Japan>>Shoot-'Em-Up
dariusgx>Darius Gaiden - Silver Hawk Extra Version (Ver 2.7J 1995/03/06) (Official Hack)>1994>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
darius2do>Darius II (dual screen) (Japan, Rev 1)>1989>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
darius2d>Darius II (dual screen) (Japan, Rev 2)>1989>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
darius2>Darius II (triple screen) (Japan)>1989>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
deadconxj>Dead Connection (Japan)>1992>Other - NR (Not Rated)>Taito Corporation>>Shooter
deadconx>Dead Connection (World)>1992>Other - NR (Not Rated)>Taito Corporation Japan>>Shooter
dendego>Densha de GO! (Ver 2.2 J)>1996>Other - NR (Not Rated)>Taito>>Driving
dendego2>Densha de GO! 2 Kousoku-hen (Ver 2.5 J)>1998>Other - NR (Not Rated)>Taito>>Driving
dendego23k>Densha de GO! 2 Kousoku-hen 3000-bandai (Ver 2.20 J)>1998>Other - NR (Not Rated)>Taito>>Driving
dendegox>Densha de GO! EX (Ver 2.4 J)>1996>Other - NR (Not Rated)>Taito>>Driving
dinorexj>Dino Rex (Japan)>1992>Other - NR (Not Rated)>Taito Corporation>>Fighter
dinorexu>Dino Rex (US)>1992>Other - NR (Not Rated)>Taito America Corporation>>Fighter
dinorex>Dino Rex (World)>1992>Other - NR (Not Rated)>Taito Corporation Japan>>Fighter
dockman>Dock Man>1982>Other - NR (Not Rated)>Taito Corporation>>Platform
dondokodj>Don Doko Don (Japan)>1989>Other - NR (Not Rated)>Taito Corporation>>Platform
dondokodu>Don Doko Don (US)>1989>Other - NR (Not Rated)>Taito America Corporation>>Platform
dondokod>Don Doko Don (World)>1989>Other - NR (Not Rated)>Taito Corporation Japan>>Platform
dblaxle>Double Axle (US)>1991>Other - NR (Not Rated)>Taito America Corporation>>Driving
dblaxleu>Double Axle (US, earlier)>1991>Other - NR (Not Rated)>Taito America Corporation>>Driving
dungeonmu>Dungeon Magic (Ver 2.1A 1994/02/18)>1993>Other - NR (Not Rated)>Taito America Corporation>>Maze
dungeonm>Dungeon Magic (Ver 2.1O 1994/02/18)>1993>Other - NR (Not Rated)>Taito Corporation Japan>>Maze
dleaguej>Dynamite League (Japan)>1990>Other - NR (Not Rated)>Taito Corporation>>Sports/Baseball
dleague>Dynamite League (US)>1990>Other - NR (Not Rated)>Taito America Corporation>>Sports/Baseball
elevator>Elevator Action>1983>Other - NR (Not Rated)>Taito Corporation>>Platform
elvact2u>Elevator Action II (Ver 2.2A 1995/02/20)>1994>Other - NR (Not Rated)>Taito America Corporation>>Platform
elvactrj>Elevator Action Returns (Ver 2.2J 1995/02/20)>1994>Other - NR (Not Rated)>Taito Corporation>>Platform
elvactr>Elevator Action Returns (Ver 2.2O 1995/02/20)>1994>Other - NR (Not Rated)>Taito Corporation Japan>>Platform
enforcej>Enforce (Japan)>1988>Other - NR (Not Rated)>Taito Corporation>>Shooter
enforceja>Enforce (Japan, Analog Controls)>1988>Other - NR (Not Rated)>Taito Corporation>>Shooter
enforce>Enforce (World)>1988>Other - NR (Not Rated)>Taito Corporation Japan>>Shooter
euroch92>Euro Champ '92 (World)>1992>Other - NR (Not Rated)>Taito Corporation Japan>>Sports/Soccer
extrmatnj>Extermination (Japan)>1987>Other - NR (Not Rated)>Taito Corporation>>Shooter
extrmatnu>Extermination (US)>1987>Other - NR (Not Rated)>Taito (World Games license)>>Shooter
extrmatn>Extermination (World)>1987>Other - NR (Not Rated)>Taito Corporation Japan>>Shooter
exzisusa>Exzisus (Japan, conversion)>1987>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
exzisus>Exzisus (Japan, dedicated)>1987>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
exzisust>Exzisus (TAD license)>1987>Other - NR (Not Rated)>Taito Corporation (TAD license)>>Shoot-'Em-Up
fantastc>Fantastic (Galaga conversion on Galaxian hardware)>0>Other - NR (Not Rated)>Taito do Brasil>>Shoot-'Em-Up
fieldday>Field Day>1984>Other - NR (Not Rated)>Taito Corporation>>Sports/Track & Field
fgoal>Field Goal (set 1)>1979>Other - NR (Not Rated)>Taito>>Breakout
fgoala>Field Goal (set 2)>1979>Other - NR (Not Rated)>Taito>>Breakout
ftimpactu>Fighters' Impact (Ver 2.02A)>1996>Other - NR (Not Rated)>Taito>>Fighter
ftimpactj>Fighters' Impact (Ver 2.02J)>1996>Other - NR (Not Rated)>Taito>>Fighter
ftimpact>Fighters' Impact (Ver 2.02O)>1996>Other - NR (Not Rated)>Taito>>Fighter
ftimpcta>Fighters' Impact A (Ver 2.00J)>1997>Other - NR (Not Rated)>Taito>>Fighter
fhawkj>Fighting Hawk (Japan)>1988>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
fhawk>Fighting Hawk (World)>1988>Other - NR (Not Rated)>Taito Corporation Japan>>Shoot-'Em-Up
finalbj>Final Blow (Japan)>1988>Other - NR (Not Rated)>Taito Corporation>>Sports/Boxing
finalbu>Final Blow (US)>1988>Other - NR (Not Rated)>Taito America Corporation>>Sports/Boxing
finalb>Final Blow (World)>1988>Other - NR (Not Rated)>Taito Corporation Japan>>Sports/Boxing
firebatl>Fire Battle>1984>Other - NR (Not Rated)>Taito>>Shoot-'Em-Up
fitter>Fitter>1981>Other - NR (Not Rated)>Taito Corporation>>Maze
flipull>Flipull (Japan)>1989>Other - NR (Not Rated)>Taito Corporation>>Puzzle
footchmp>Football Champ (World)>1990>Other - NR (Not Rated)>Taito Corporation Japan>>Sports/Soccer
40love>Forty-Love>1984>Other - NR (Not Rated)>Taito Corporation>>Sports/Tennis
fspiderb>Frog & Spiders (bootleg?)>1981>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
frontlin>Front Line>1982>Other - NR (Not Rated)>Taito Corporation>>Shooter
fullthrl>Full Throttle (Japan)>1987>Other - NR (Not Rated)>Taito Corporation>>Driving
funnymou>Funny Mouse (Japan)>1982>Other - NR (Not Rated)>Taito Corporation (Chuo Co. Ltd license)>>Platform
gdarius>G-Darius (Ver 2.01J)>1997>Other - NR (Not Rated)>Taito>>Shoot-'Em-Up
gdariusb>G-Darius (Ver 2.02A)>1997>Other - NR (Not Rated)>Taito>>Shoot-'Em-Up
gdarius2>G-Darius Ver.2 (Ver 2.03J)>1997>Other - NR (Not Rated)>Taito>>Shoot-'Em-Up
galastrm>Galactic Storm (Japan)>1992>Other - NR (Not Rated)>Taito Corporation>>Shooter
galactic>Galactica - Batalha Espacial>0>Other - NR (Not Rated)>Taito do Brasil>>Shoot-'Em-Up
grescue>Galaxy Rescue>1979>Other - NR (Not Rated)>Taito (Universal license?)>>Maze
gekiridnj>Gekirindan (Ver 2.3J 1995/09/21)>1995>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
gekiridn>Gekirindan (Ver 2.3O 1995/09/21)>1995>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
gblchmp>Global Champion (Ver 2.1A 1994/07/29)>1994>Other - NR (Not Rated)>Taito America Corporation>>Fighter
gogold>Go For The Gold (Japan)>1988>Other - NR (Not Rated)>Taito Corporation>>Sports/Track & Field
grchamp>Grand Champion>1981>Other - NR (Not Rated)>Taito>>Driving
gseekeru>Grid Seeker: Project Storm Hammer (Ver 1.3A)>1992>Other - NR (Not Rated)>Taito America Corporation>>Shoot-'Em-Up
gseekerj>Grid Seeker: Project Storm Hammer (Ver 1.3J)>1992>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
gseeker>Grid Seeker: Project Storm Hammer (Ver 1.3O)>1992>Other - NR (Not Rated)>Taito Corporation Japan>>Shoot-'Em-Up
groundfx>Ground Effects / Super Ground Effects (Japan)>1992>Other - NR (Not Rated)>Taito Corporation>>Driving
growlu>Growl (US)>1990>Other - NR (Not Rated)>Taito America Corporation>>Beat-'Em-Up
growl>Growl (World)>1990>Other - NR (Not Rated)>Taito Corporation Japan>>Beat-'Em-Up
growlp>Growl (World, prototype)>1990>Other - NR (Not Rated)>Taito Corporation Japan>>Beat-'Em-Up
gunfront>Gun & Frontier (World)>1990>Other - NR (Not Rated)>Taito Corporation Japan>>Shoot-'Em-Up
gunfrontj>Gun Frontier (Japan)>1990>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
gunbustrj>Gunbuster (Japan)>1992>Other - NR (Not Rated)>Taito Corporation>>Gun
gunbustru>Gunbuster (US)>1992>Other - NR (Not Rated)>Taito America Corporation>>Gun
gunbustr>Gunbuster (World)>1992>Other - NR (Not Rated)>Taito Corporation Japan>>Gun
gunlock>Gunlock (Ver 2.3O 1994/01/20)>1993>Other - NR (Not Rated)>Taito Corporation Japan>>Shoot-'Em-Up
halley87>Halley's Comet '87>1986>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
halleysc>Halley's Comet (Japan, Newer)>1986>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
halleycj>Halley's Comet (Japan, Older)>1986>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
halleys>Halley's Comet (US)>1986>Other - NR (Not Rated)>Taito America Corporation (Coin-It license)>>Shoot-'Em-Up
hthero93>Hat Trick Hero '93 (Ver 1.0J 1993/02/28)>1993>Other - NR (Not Rated)>Taito Corporation>>Sports/Soccer
hthero94>Hat Trick Hero '94 (Ver 2.2A 1994/05/26)>1994>Other - NR (Not Rated)>Taito America Corporation>>Sports/Soccer
hthero95u>Hat Trick Hero '95 (Ver 2.5A 1994/11/03)>1994>Other - NR (Not Rated)>Taito America Corporation>>Sports/Soccer
hthero95>Hat Trick Hero '95 (Ver 2.5J 1994/11/03)>1994>Other - NR (Not Rated)>Taito Corporation>>Sports/Soccer
hthero>Hat Trick Hero (Japan)>1990>Other - NR (Not Rated)>Taito Corporation>>Sports/Soccer
hwrace>High Way Race>1983>Other - NR (Not Rated)>Taito Corporation>>Driving
hiticej>Hit the Ice (Japan)>1990>Other - NR (Not Rated)>Taito Corporation (licensed from Midway)>>Sports/Hockey
hitice>Hit the Ice (US)>1990>Other - NR (Not Rated)>Taito Corporation (Williams license)>>Sports/Hockey
indianbt>Indian Battle>1980>Other - NR (Not Rated)>Taito>>Shooter
indianbtbr>Indian Battle (Brazil)>1983>Other - NR (Not Rated)>Taito do Brasil>>Shooter
insectxj>Insector X (Japan)>1989>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
insectx>Insector X (World)>1989>Other - NR (Not Rated)>Taito Corporation Japan>>Shoot-'Em-Up
intcup94>International Cup '94 (Ver 2.2O 1994/05/26)>1994>Other - NR (Not Rated)>Taito Corporation Japan>>Sports/Soccer
intruder>Intruder>1980>Other - NR (Not Rated)>Taito (Game Plan license)>>Shoot-'Em-Up
jigkmgri>Jigoku Meguri (Japan)>1988>Other - NR (Not Rated)>Taito Corporation>>Platform
jollyjgr>Jolly Jogger>1982>Other - NR (Not Rated)>Taito Corporation>>Maze
junglehbr>Jungle Hunt (Brazil)>1983>Other - NR (Not Rated)>Taito do Brasil>>Platform
jungleh>Jungle Hunt (US)>1982>Other - NR (Not Rated)>Taito America Corporation>>Platform
junglekas>Jungle King (alternate sound)>1982>Other - NR (Not Rated)>Taito Corporation>>Platform
junglek>Jungle King (Japan)>1982>Other - NR (Not Rated)>Taito Corporation>>Platform
junglekj2>Jungle King (Japan, earlier)>1982>Other - NR (Not Rated)>Taito Corporation>>Platform
kaiserknj>Kaiser Knuckle (Ver 2.1J 1994/07/29)>1994>Other - NR (Not Rated)>Taito Corporation>>Fighter
kaiserkn>Kaiser Knuckle (Ver 2.1O 1994/07/29)>1994>Other - NR (Not Rated)>Taito Corporation Japan>>Fighter
kicknrunu>Kick and Run (US)>1986>Other - NR (Not Rated)>Taito America Corp>>Sports/Soccer
kicknrun>Kick and Run (World)>1986>Other - NR (Not Rated)>Taito Corporation>>Sports/Soccer
kikstart>Kick Start - Wheelie King>1984>Other - NR (Not Rated)>Taito Corporation>>Motorcycle
kikikai>KiKi KaiKai>1986>Other - NR (Not Rated)>Taito Corporation>>Shooter
kong>Kong (Donkey Kong conversion on Galaxian hardware)>0>Other - NR (Not Rated)>Taito do Brasil>>Platform
kram3>Kram (encrypted)>1982>Other - NR (Not Rated)>Taito America Corporation>>Maze
kram>Kram (set 1)>1982>Other - NR (Not Rated)>Taito America Corporation>>Maze
kram2>Kram (set 2)>1982>Other - NR (Not Rated)>Taito America Corporation>>Maze
kurikintj>Kuri Kinton (Japan)>1988>Other - NR (Not Rated)>Taito Corporation>>Beat-'Em-Up
kurikintu>Kuri Kinton (US)>1988>Other - NR (Not Rated)>Taito America Corporation>>Beat-'Em-Up
kurikint>Kuri Kinton (World)>1988>Other - NR (Not Rated)>Taito Corporation Japan>>Beat-'Em-Up
kurikinta>Kuri Kinton (World, prototype?)>1988>Other - NR (Not Rated)>Taito Corporation Japan>>Beat-'Em-Up
ksayakyu>Kusayakyuu>1985>Other - NR (Not Rated)>Taito Corporation>>Sports/Baseball
ktiger2>Kyukyoku Tiger II (Ver 2.1J 1995/11/30)>1995>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
landmakr>Land Maker (Ver 2.01J 1998/06/01)>1998>Other - NR (Not Rated)>Taito Corporation>>Puzzle
landmakrp>Land Maker (Ver 2.02O 1998/06/02) (Prototype)>1998>Other - NR (Not Rated)>Taito Corporation>>Puzzle
lsasquad>Land Sea Air Squad / Riku Kai Kuu Saizensen>1986>Other - NR (Not Rated)>Taito>>Shoot-'Em-Up
landgearja>Landing Gear (Ver 3.0 J)>1995>Other - NR (Not Rated)>Taito>>Flying
landgeara>Landing Gear (Ver 3.1 O)>1995>Other - NR (Not Rated)>Taito>>Flying
landgearj>Landing Gear (Ver 4.2 J)>1995>Other - NR (Not Rated)>Taito>>Flying
landgear>Landing Gear (Ver 4.2 O)>1995>Other - NR (Not Rated)>Taito>>Flying
lightbrj>Light Bringer (Ver 2.1J 1994/02/18)>1993>Other - NR (Not Rated)>Taito Corporation>>Maze
lightbr>Light Bringer (Ver 2.2O 1994/04/08)>1993>Other - NR (Not Rated)>Taito Corporation Japan>>Maze
liquidku>Liquid Kids (US)>1990>Other - NR (Not Rated)>Taito America Corporation>>Platform
liquidk>Liquid Kids (World)>1990>Other - NR (Not Rated)>Taito Corporation Japan>>Platform
lrescue>Lunar Rescue>1979>Other - NR (Not Rated)>Taito>>Maze
lupin3>Lupin III (set 1)>1980>Other - NR (Not Rated)>Taito>>Maze
lupin3a>Lupin III (set 2)>1980>Other - NR (Not Rated)>Taito>>Maze
mgcldate>Magical Date / Magical Date - dokidoki kokuhaku daisakusen (Ver 2.02J)>1996>Other - NR (Not Rated)>Taito>>Mini-Games
mgcldtex>Magical Date EX / Magical Date - sotsugyou kokuhaku daisakusen (Ver 2.01J)>1997>Other - NR (Not Rated)>Taito>>Mini-Games
mjnquest>Mahjong Quest (Japan)>1990>Other - NR (Not Rated)>Taito Corporation>>Mahjong
mjnquestb>Mahjong Quest (No Nudity)>1990>Other - NR (Not Rated)>Taito Corporation>>Mahjong
majest12>Majestic Twelve - The Space Invaders Part IV (Japan)>1990>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
marinedt>Marine Date>1981>Other - NR (Not Rated)>Taito>>Maze
masterwj>Master of Weapon (Japan)>1989>Other - NR (Not Rated)>Taito Corporation>>Shoot-'Em-Up
masterwu>Master of Weapon (US)>1989>Other - NR (Not Rated)>Taito America Corporation>>Shoot-'Em-Up
