nss_actr>Act Raiser (Nintendo Super System)>1992>Other - NR (Not Rated)>Enix>>Platform
rtypeu>R-Type (US)>1987>Other - NR (Not Rated)>Irem (Nintendo of America license)>>Shoot-'Em-Up
pc_radr2>Rad Racer II (PlayChoice-10)>1990>Other - NR (Not Rated)>Square (Nintendo of America license)>>Driving
radarscp>Radar Scope>1980>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
radarscp1>Radar Scope (TRS01)>1980>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
nss_rob3>Robocop 3 (Nintendo Super System)>1992>Other - NR (Not Rated)>Ocean>>Platform
pc_rkats>Rockin' Kats (PlayChoice-10)>1991>Other - NR (Not Rated)>Atlus (Nintendo of America license)>>Platform
pc_rnatk>Rush'n Attack (PlayChoice-10)>1987>Other - NR (Not Rated)>Konami (Nintendo of America license)>>Platform
pc_rygar>Rygar (PlayChoice-10)>1987>Other - NR (Not Rated)>Tecmo (Nintendo of America license)>>Platform
sheriff>Sheriff>1979>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
nss_skin>Skins Game (Nintendo Super System)>1992>Other - NR (Not Rated)>Irem>>Sports/Golf
skyskipr>Sky Skipper>1981>Other - NR (Not Rated)>Nintendo>>Shooter
spacedem>Space Demon>1980>Other - NR (Not Rated)>Nintendo (Fortrek license)>>Shoot-'Em-Up
spacefev>Space Fever (New Ver.)>1979>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
spacefevo>Space Fever (Old Ver.)>1979>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
spacefevo2>Space Fever (Older Ver.)>1979>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
highspltb>Space Fever High Splitter (alt Sound)>1979>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
highsplt>Space Fever High Splitter (set 1)>1979>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
highsplta>Space Fever High Splitter (set 2)>1979>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
spacefbg>Space Firebird (Gremlin)>1980>Other - NR (Not Rated)>Nintendo (Gremlin license)>>Shoot-'Em-Up
spacefba>Space Firebird (rev. 02-a)>1980>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
spacefbe>Space Firebird (rev. 03-e set 1)>1980>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
spacefbe2>Space Firebird (rev. 03-e set 2)>1980>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
spacefb>Space Firebird (rev. 04-u)>1980>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
spacelnc>Space Launcher>1979>Other - NR (Not Rated)>Nintendo>>Maze
pc_suprc>Super C (PlayChoice-10)>1990>Other - NR (Not Rated)>Konami (Nintendo of America license)>>Platform
pc_smb>Super Mario Bros. (PlayChoice-10)>1985>Other - NR (Not Rated)>Nintendo>>Platform
pc_smb2>Super Mario Bros. 2 (PlayChoice-10)>1988>Other - NR (Not Rated)>Nintendo>>Platform
pc_smb3>Super Mario Bros. 3 (PlayChoice-10)>1988>Other - NR (Not Rated)>Nintendo>>Platform
nss_smw>Super Mario World (Nintendo Super System)>1991>Other - NR (Not Rated)>Nintendo>>Platform
spnchout>Super Punch-Out!!>1984>Other - NR (Not Rated)>Nintendo>>Sports/Boxing
spnchoutj>Super Punch-Out!! (Japan)>1984>Other - NR (Not Rated)>Nintendo>>Sports/Boxing
nss_ssoc>Super Soccer (Nintendo Super System)>1992>Other - NR (Not Rated)>Human Inc.>>Sports/Soccer
nss_sten>Super Tennis (Nintendo Super System)>1991>Other - NR (Not Rated)>Nintendo>>Sports/Tennis
pc_tbowl>Tecmo Bowl (PlayChoice-10)>1989>Other - NR (Not Rated)>Tecmo (Nintendo of America license)>>Sports/Football
pc_tmnt>Teenage Mutant Ninja Turtles (PlayChoice-10)>1989>Other - NR (Not Rated)>Konami (Nintendo of America license)>>Platform
pc_tmnt2>Teenage Mutant Ninja Turtles II: The Arcade Game (PlayChoice-10)>1990>Other - NR (Not Rated)>Konami (Nintendo of America license)>>Beat-'Em-Up
pc_tenis>Tennis (PlayChoice-10)>1983>Other - NR (Not Rated)>Nintendo>>Sports/Tennis
nss_adam>The Addams Family (Nintendo Super System)>1992>Other - NR (Not Rated)>Ocean>>Platform
pc_tkfld>Track & Field (PlayChoice-10)>1987>Other - NR (Not Rated)>Konami (Nintendo of America license)>>Sports/Track & Field
pc_trjan>Trojan (PlayChoice-10)>1986>Other - NR (Not Rated)>Capcom USA (Nintendo of America license)>>Beat-'Em-Up
pc_ftqst>Uncle Fester's Quest: The Addams Family (PlayChoice-10)>1989>Other - NR (Not Rated)>Sunsoft (Nintendo of America license)>>Maze
pc_virus>Virus (Dr. Mario prototype, PlayChoice-10)>1990>Other - NR (Not Rated)>Nintendo>>Puzzle
pc_vball>Volley Ball (PlayChoice-10)>1986>Other - NR (Not Rated)>Nintendo>>Sports/Volleyball
balonfgt>Vs. Balloon Fight (set BF4 A-3)>1984>Other - NR (Not Rated)>Nintendo>>Platform
vsbballjb>Vs. BaseBall (Japan, set BA A-1)>1984>Other - NR (Not Rated)>Nintendo Co., Ltd.>>Sports/Baseball
vsbballja>Vs. BaseBall (Japan, set BA A-2)>1984>Other - NR (Not Rated)>Nintendo Co., Ltd.>>Sports/Baseball
vsbballj>Vs. BaseBall (Japan, set BA A-3)>1984>Other - NR (Not Rated)>Nintendo Co., Ltd.>>Sports/Baseball
vsbball>Vs. BaseBall (US, set BA E-1)>1984>Other - NR (Not Rated)>Nintendo of America>>Sports/Baseball
cluclu>Vs. Clu Clu Land>1984>Other - NR (Not Rated)>Nintendo>>Puzzle
drmario>Vs. Dr. Mario>1990>Other - NR (Not Rated)>Nintendo>>Puzzle
duckhunt>Vs. Duck Hunt (set DH3 E)>1985>Other - NR (Not Rated)>Nintendo>>Gun
excitebka>Vs. Excitebike (set EB4-3 ?)>1984>Other - NR (Not Rated)>Nintendo>>Motorcycle
excitebk>Vs. Excitebike (set EB4-4 A)>1984>Other - NR (Not Rated)>Nintendo>>Motorcycle
vsgshoe>Vs. Gumshoe (set GM5)>1986>Other - NR (Not Rated)>Nintendo>>Platform
hogalley>Vs. Hogan's Alley (set HA4-1 E-1)>1985>Other - NR (Not Rated)>Nintendo>>Gun
iceclimba>Vs. Ice Climber (set IC4-4 ?)>1984>Other - NR (Not Rated)>Nintendo>>Platform
iceclimb>Vs. Ice Climber (set IC4-4 B-1)>1984>Other - NR (Not Rated)>Nintendo>>Platform
iceclmrd>Vs. Ice Climber Dual (set IC4-4 A-1)>1984>Other - NR (Not Rated)>Nintendo>>Platform
machridr>Vs. Mach Rider (Endurance Course Version)>1985>Other - NR (Not Rated)>Nintendo>>Shooter
machridra>Vs. Mach Rider (Fighting Course Version, set MR4-1 A)>1985>Other - NR (Not Rated)>Nintendo>>Shooter
vsmahjng>Vs. Mahjong (Japan)>1984>Other - NR (Not Rated)>Nintendo Co., Ltd.>>Mahjong
vspinbalj>Vs. Pinball (Japan, set PN3 B)>1984>Other - NR (Not Rated)>Nintendo Co., Ltd.>>Pinball
vspinbal>Vs. Pinball (US, set PN4 E-1)>1984>Other - NR (Not Rated)>Nintendo>>Pinball
bnglngby>Vs. Raid on Bungeling Bay (RD4-2 B)>1985>Other - NR (Not Rated)>Nintendo / Broderbund Software Inc.>>Shooter
vssoccer>Vs. Soccer (set SC4-2 A)>1985>Other - NR (Not Rated)>Nintendo>>Sports/Soccer
vssoccera>Vs. Soccer (set SC4-3 ?)>1985>Other - NR (Not Rated)>Nintendo>>Sports/Soccer
ladygolf>Vs. Stroke & Match Golf (Ladies Version, set LG4 ?)>1984>Other - NR (Not Rated)>Nintendo>>Sports/Golf
ladygolfe>Vs. Stroke & Match Golf (Ladies Version, set LG4 E)>1984>Other - NR (Not Rated)>Nintendo>>Sports/Golf
smgolfj>Vs. Stroke & Match Golf (Men Version) (Japan, set GF3 B)>1984>Other - NR (Not Rated)>Nintendo Co., Ltd.>>Sports/Golf
smgolfb>Vs. Stroke & Match Golf (Men Version, set GF4-2 ?)>1984>Other - NR (Not Rated)>Nintendo>>Sports/Golf
smgolf>Vs. Stroke & Match Golf (Men Version, set GF4-2 F)>1984>Other - NR (Not Rated)>Nintendo>>Sports/Golf
suprmrioa>Vs. Super Mario Bros. (set ?, harder)>1986>Other - NR (Not Rated)>Nintendo>>Platform
suprmrio>Vs. Super Mario Bros. (set SM4-4 E)>1986>Other - NR (Not Rated)>Nintendo>>Platform
vstennisa>Vs. Tennis (Japan/USA, set 2)>1984>Other - NR (Not Rated)>Nintendo Co., Ltd.>>Sports/Tennis
vstennisb>Vs. Tennis (Japan/USA, set 3)>1984>Other - NR (Not Rated)>Nintendo Co., Ltd.>>Sports/Tennis
vstennis>Vs. Tennis (Japan/USA, set TE A-3)>1984>Other - NR (Not Rated)>Nintendo Co., Ltd.>>Sports/Tennis
wrecking>Vs. Wrecking Crew>1984>Other - NR (Not Rated)>Nintendo>>Platform
westgun2>Western Gun Part II>1980>Other - NR (Not Rated)>Nintendo (Taito Corporation license)>>Shoot-'Em-Up
pc_wgnmn>Wild Gunman (PlayChoice-10)>1984>Other - NR (Not Rated)>Nintendo>>Gun
pc_ynoid>Yo! Noid (PlayChoice-10)>1990>Other - NR (Not Rated)>Capcom USA (Nintendo of America license)>>Platform
