2020bb>2020 Super Baseball (set 1)>1991>Other - NR (Not Rated)>SNK / Pallas>>Sports/Baseball
ikari>Ikari Warriors (US JAMMA)>1986>Other - NR (Not Rated)>SNK>>Shooter
ikarinc>Ikari Warriors (US No Continues)>1986>Other - NR (Not Rated)>SNK>>Shooter
ikaria>Ikari Warriors (US)>1986>Other - NR (Not Rated)>SNK>>Shooter
joyfulr>Joyful Road (Japan)>1983>Other - NR (Not Rated)>SNK>>Driving
jcross>Jumping Cross>1984>Other - NR (Not Rated)>SNK>>Motorcycle
kotm>King of the Monsters (set 1)>1991>Other - NR (Not Rated)>SNK>>Beat-'Em-Up
kotmh>King of the Monsters (set 2)>1991>Other - NR (Not Rated)>SNK>>Beat-'Em-Up
kotm2>King of the Monsters 2 - The Next Thing (NGM-039)(NGH-039)>1992>Other - NR (Not Rated)>SNK>>Beat-'Em-Up
kotm2p>King of the Monsters 2 - The Next Thing (prototype)>1992>Other - NR (Not Rated)>SNK>>Beat-'Em-Up
kizuna>Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle>1996>Other - NR (Not Rated)>SNK>>Fighter
legofair>Koukuu Kihei Monogatari - The Legend of Air Cavalry (Japan)>1988>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
lasso>Lasso>1982>Other - NR (Not Rated)>SNK>>Maze
lresort>Last Resort>1992>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
lbowling>League Bowling (NGM-019)(NGH-019)>1990>Other - NR (Not Rated)>SNK>>Sports/Bowling
legendos>Legend of Success Joe / Ashita no Joe Densetsu>1991>Other - NR (Not Rated)>SNK>>Fighter
madcrash>Mad Crasher>1984>Other - NR (Not Rated)>SNK>>Shooter
madcrush>Mad Crusher (Japan)>1984>Other - NR (Not Rated)>SNK>>Shooter
jongbou>Mahjong Block Jongbou (Japan)>1987>Other - NR (Not Rated)>SNK>>Breakout
mahretsu>Mahjong Kyo Retsuden (NGM-004)(NGH-004)>1990>Other - NR (Not Rated)>SNK>>Mahjong
mainsnk>Main Event (1984)>1984>Other - NR (Not Rated)>SNK>>Sports/Boxing
marvins>Marvin's Maze>1983>Other - NR (Not Rated)>SNK>>Maze
mechattj>Mechanized Attack (Japan)>1989>Other - NR (Not Rated)>SNK>>Gun
mechattu>Mechanized Attack (US)>1989>Other - NR (Not Rated)>SNK>>Gun
mechattu1>Mechanized Attack (US, Version 1, Single Player)>1989>Other - NR (Not Rated)>SNK>>Gun
mechatt>Mechanized Attack (World)>1989>Other - NR (Not Rated)>SNK>>Gun
meijinsn>Meijinsen>1986>Other - NR (Not Rated)>SNK>>Tabletop
mslug2>Metal Slug 2 - Super Vehicle-001/II (NGM-2410)(NGH-2410)>1998>Other - NR (Not Rated)>SNK>>Platform
mslug3h>Metal Slug 3 (NGH-2560)>2000>Other - NR (Not Rated)>SNK>>Platform
mslug3>Metal Slug 3 (NGM-2560)>2000>Other - NR (Not Rated)>SNK>>Platform
ms5pcb>Metal Slug 5 (JAMMA PCB)>2003>Other - NR (Not Rated)>SNK Playmore>>Platform
mslug5h>Metal Slug 5 (NGH-2680)>2003>Other - NR (Not Rated)>SNK Playmore>>Platform
mslug5>Metal Slug 5 (NGM-2680)>2003>Other - NR (Not Rated)>SNK Playmore>>Platform
mslugx>Metal Slug X - Super Vehicle-001 (NGM-2500)(NGH-2500)>1999>Other - NR (Not Rated)>SNK>>Platform
mnchmobl>Munch Mobile (US)>1983>Other - NR (Not Rated)>SNK (Centuri license)>>Driving
mutnat>Mutation Nation (NGM-014)(NGH-014)>1992>Other - NR (Not Rated)>SNK>>Beat-'Em-Up
nam1975>NAM-1975 (NGM-001)(NGH-001)>1990>Other - NR (Not Rated)>SNK>>Shooter
neocup98>Neo-Geo Cup '98 - The Road to the Victory>1998>Other - NR (Not Rated)>SNK>>Sports/Soccer
ninjamas>Ninja Master's - haoh-ninpo-cho>1996>Other - NR (Not Rated)>ADK / SNK>>Fighter
ozmawars>Ozma Wars (set 1)>1979>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
ozmawars2>Ozma Wars (set 2)>1979>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
pow>P.O.W. - Prisoners of War (US version 1)>1988>Other - NR (Not Rated)>SNK>>Beat-'Em-Up
paddlema>Paddle Mania>1988>Other - NR (Not Rated)>SNK>>Sports/Tennis
samsho4k>Pae Wang Jeon Seol / Legend of a Warrior (Korean censored Samurai Shodown IV)>1996>Other - NR (Not Rated)>SNK>>Fighter
pballoon>Pioneer Balloon>1982>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
pballoonr>Pioneer Balloon (Rock-Ola license)>1982>Other - NR (Not Rated)>SNK (Rock-Ola license)>>Shoot-'Em-Up
prehislek>Prehistoric Isle in 1930 (Korea)>1989>Other - NR (Not Rated)>SNK (Victor license)>>Shoot-'Em-Up
prehisleu>Prehistoric Isle in 1930 (US)>1989>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
prehisle>Prehistoric Isle in 1930 (World)>1989>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
psychosj>Psycho Soldier (Japan)>1987>Other - NR (Not Rated)>SNK>>Platform
psychos>Psycho Soldier (US)>1987>Other - NR (Not Rated)>SNK>>Platform
pbobbl2n>Puzzle Bobble 2 / Bust-A-Move Again (Neo-Geo)>1999>Other - NR (Not Rated)>Taito (SNK license)>>Puzzle
joyjoy>Puzzled / Joy Joy Kid (NGM-021)(NGH-021)>1990>Other - NR (Not Rated)>SNK>>Puzzle
rbff1a>Real Bout Fatal Fury / Real Bout Garou Densetsu (bug fix revision)>1995>Other - NR (Not Rated)>SNK>>Fighter
rbff1>Real Bout Fatal Fury / Real Bout Garou Densetsu (NGM-095)(NGH-095)>1995>Other - NR (Not Rated)>SNK>>Fighter
rbff2k>Real Bout Fatal Fury 2 - The Newcomers (Korean release)>1998>Other - NR (Not Rated)>SNK>>Fighter
rbff2h>Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - the newcomers (NGH-2400)>1998>Other - NR (Not Rated)>SNK>>Fighter
rbff2>Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - the newcomers (NGM-2400)>1998>Other - NR (Not Rated)>SNK>>Fighter
rbffspec>Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special>1996>Other - NR (Not Rated)>SNK>>Fighter
rbffspeck>Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special (Korean release)>1996>Other - NR (Not Rated)>SNK>>Fighter
ridhero>Riding Hero (NGM-006)(NGH-006)>1990>Other - NR (Not Rated)>SNK>>Motorcycle
ridheroh>Riding Hero (set 2)>1990>Other - NR (Not Rated)>SNK>>Motorcycle
roboarmy>Robo Army>1991>Other - NR (Not Rated)>SNK>>Beat-'Em-Up
safarirj>Safari Rally (Japan)>1979>Other - NR (Not Rated)>SNK>>Maze
safarir>Safari Rally (World)>1979>Other - NR (Not Rated)>SNK (Taito license)>>Maze
samshoh>Samurai Shodown / Samurai Spirits (NGH-045)>1993>Other - NR (Not Rated)>SNK>>Fighter
samsho>Samurai Shodown / Samurai Spirits (NGM-045)>1993>Other - NR (Not Rated)>SNK>>Fighter
samsho2>Samurai Shodown II / Shin Samurai Spirits - Haohmaru jigokuhen (NGM-063)(NGH-063)>1994>Other - NR (Not Rated)>SNK>>Fighter
samsho3h>Samurai Shodown III / Samurai Spirits - Zankurou Musouken (NGH-087)>1995>Other - NR (Not Rated)>SNK>>Fighter
samsho3>Samurai Shodown III / Samurai Spirits - Zankurou Musouken (NGM-087)>1995>Other - NR (Not Rated)>SNK>>Fighter
samsho4>Samurai Shodown IV - Amakusa's Revenge / Samurai Spirits - Amakusa Kourin (NGM-222)(NGH-222)>1996>Other - NR (Not Rated)>SNK>>Fighter
samsho5h>Samurai Shodown V / Samurai Spirits Zero (NGH-2700)>2003>Other - NR (Not Rated)>Yuki Enterprise / SNK Playmore>>Fighter
samsho5>Samurai Shodown V / Samurai Spirits Zero (NGM-2700)>2003>Other - NR (Not Rated)>Yuki Enterprise / SNK Playmore>>Fighter
samsh5spho>Samurai Shodown V Special / Samurai Spirits Zero Special (NGH-2720) (1st release, censored)>2004>Other - NR (Not Rated)>Yuki Enterprise / SNK Playmore>>Fighter
samsh5sph>Samurai Shodown V Special / Samurai Spirits Zero Special (NGH-2720) (2nd release, less censored)>2004>Other - NR (Not Rated)>Yuki Enterprise / SNK Playmore>>Fighter
samsh5sp>Samurai Shodown V Special / Samurai Spirits Zero Special (NGM-2720)>2004>Other - NR (Not Rated)>Yuki Enterprise / SNK Playmore>>Fighter
searcharj>SAR - Search And Rescue (Japan)>1989>Other - NR (Not Rated)>SNK>>Shooter
searcharu>SAR - Search And Rescue (US)>1989>Other - NR (Not Rated)>SNK>>Shooter
searchar>SAR - Search And Rescue (World)>1989>Other - NR (Not Rated)>SNK>>Shooter
sasuke>Sasuke vs. Commander>1980>Other - NR (Not Rated)>SNK>>Shooter
satansat>Satan of Saturn (set 1)>1981>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
satansata>Satan of Saturn (set 2)>1981>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
samsho2k>Saulabi Spirits / Jin Saulabi Tu Hon (Korean release of Samurai Shodown II)>1994>Other - NR (Not Rated)>SNK>>Fighter
savagere>Savage Reign / Fu'un Mokushiroku - kakutou sousei>1995>Other - NR (Not Rated)>SNK>>Fighter
sengokuh>Sengoku / Sengoku Denshou (NGH-017)(US)>1991>Other - NR (Not Rated)>SNK>>Beat-'Em-Up
sengoku>Sengoku / Sengoku Denshou (NGM-017)(NGH-017)>1991>Other - NR (Not Rated)>SNK>>Beat-'Em-Up
sengoku2>Sengoku 2 / Sengoku Denshou 2>1993>Other - NR (Not Rated)>SNK>>Beat-'Em-Up
sengoku3>Sengoku 3 / Sengoku Densho 2001>2001>Other - NR (Not Rated)>Noise Factory / SNK>>Beat-'Em-Up
skyadvntu>Sky Adventure (US)>1989>Other - NR (Not Rated)>Alpha Denshi Co. (SNK of America license)>>Shoot-'Em-Up
skysoldr>Sky Soldiers (US)>1988>Other - NR (Not Rated)>Alpha Denshi Co. (SNK of America/Romstar license)>>Shoot-'Em-Up
svcboot>SNK vs. Capcom - SVC Chaos (bootleg)>2003>Other - NR (Not Rated)>bootleg>>Fighter
svcpcb>SNK vs. Capcom - SVC Chaos (JAMMA PCB, set 1)>2003>Other - NR (Not Rated)>SNK Playmore>>Fighter
svcpcba>SNK vs. Capcom - SVC Chaos (JAMMA PCB, set 2)>2003>Other - NR (Not Rated)>SNK Playmore>>Fighter
svc>SNK vs. Capcom - SVC Chaos (NGM-2690)(NGH-2690)>2003>Other - NR (Not Rated)>SNK Playmore>>Fighter
svcplus>SNK vs. Capcom - SVC Chaos Plus (bootleg set 1)>2003>Other - NR (Not Rated)>bootleg>>Fighter
svcplusa>SNK vs. Capcom - SVC Chaos Plus (bootleg set 2)>2003>Other - NR (Not Rated)>bootleg>>Fighter
svcsplus>SNK vs. Capcom - SVC Chaos Super Plus (bootleg)>2003>Other - NR (Not Rated)>bootleg>>Fighter
socbrawlh>Soccer Brawl (NGH-031)>1991>Other - NR (Not Rated)>SNK>>Sports/Soccer
socbrawl>Soccer Brawl (NGM-031)>1991>Other - NR (Not Rated)>SNK>>Sports/Soccer
streetsmj>Street Smart (Japan version 1)>1989>Other - NR (Not Rated)>SNK>>Fighter
streetsm1>Street Smart (US version 1)>1989>Other - NR (Not Rated)>SNK>>Fighter
streetsm>Street Smart (US version 2)>1989>Other - NR (Not Rated)>SNK>>Fighter
streetsmw>Street Smart (World version 1)>1989>Other - NR (Not Rated)>SNK>>Fighter
sbasebal>Super Champion Baseball (US)>1989>Other - NR (Not Rated)>Alpha Denshi Co. (SNK of America license)>>Sports/Baseball
ssideki>Super Sidekicks / Tokuten Ou>1992>Other - NR (Not Rated)>SNK>>Sports/Soccer
ssideki2>Super Sidekicks 2 - The World Championship / Tokuten Ou 2 - real fight football (NGM-061)(NGH-061)>1994>Other - NR (Not Rated)>SNK>>Sports/Soccer
ssideki3>Super Sidekicks 3 - The Next Glory / Tokuten Ou 3 - eikou e no michi>1995>Other - NR (Not Rated)>SNK>>Sports/Soccer
mosyougi>Syougi No Tatsujin - Master of Syougi>1995>Other - NR (Not Rated)>ADK / SNK>>Tabletop
tnk3j>T.A.N.K (Japan)>1985>Other - NR (Not Rated)>SNK>>Shooter
tnk3>T.N.K III (US)>1985>Other - NR (Not Rated)>SNK>>Shooter
irrmaze>The Irritating Maze / Ultra Denryu Iraira Bou>1997>Other - NR (Not Rated)>SNK / Saurus>>Maze
kof94>The King of Fighters '94 (NGM-055)(NGH-055)>1994>Other - NR (Not Rated)>SNK>>Fighter
kof95h>The King of Fighters '95 (NGH-084)>1995>Other - NR (Not Rated)>SNK>>Fighter
kof95>The King of Fighters '95 (NGM-084)>1995>Other - NR (Not Rated)>SNK>>Fighter
kof95a>The King of Fighters '95 (NGM-084), alternate board>1995>Other - NR (Not Rated)>SNK>>Fighter
kof96h>The King of Fighters '96 (NGH-214)>1996>Other - NR (Not Rated)>SNK>>Fighter
kof96>The King of Fighters '96 (NGM-214)>1996>Other - NR (Not Rated)>SNK>>Fighter
kof97k>The King of Fighters '97 (Korean release)>1997>Other - NR (Not Rated)>SNK>>Fighter
kof97h>The King of Fighters '97 (NGH-2320)>1997>Other - NR (Not Rated)>SNK>>Fighter
kof97>The King of Fighters '97 (NGM-2320)>1997>Other - NR (Not Rated)>SNK>>Fighter
kof98ka>The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (Korean board 2)>1998>Other - NR (Not Rated)>SNK>>Fighter
kof98k>The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (Korean board)>1998>Other - NR (Not Rated)>SNK>>Fighter
kof98h>The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (NGH-2420)>1998>Other - NR (Not Rated)>SNK>>Fighter
kof98>The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (NGM-2420)>1998>Other - NR (Not Rated)>SNK>>Fighter
kof98a>The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (NGM-2420, alternate board)>1998>Other - NR (Not Rated)>SNK>>Fighter
kof99e>The King of Fighters '99 - Millennium Battle (earlier)>1999>Other - NR (Not Rated)>SNK>>Fighter
kof99k>The King of Fighters '99 - Millennium Battle (Korean release)>1999>Other - NR (Not Rated)>SNK>>Fighter
kof99h>The King of Fighters '99 - Millennium Battle (NGH-2510)>1999>Other - NR (Not Rated)>SNK>>Fighter
kof99>The King of Fighters '99 - Millennium Battle (NGM-2510)>1999>Other - NR (Not Rated)>SNK>>Fighter
kof99p>The King of Fighters '99 - Millennium Battle (prototype)>1999>Other - NR (Not Rated)>SNK>>Fighter
kof2000>The King of Fighters 2000 (NGM-2570) (NGH-2570)>2000>Other - NR (Not Rated)>SNK>>Fighter
kof2000n>The King of Fighters 2000 (not encrypted)>2000>Other - NR (Not Rated)>SNK>>Fighter
kof2001h>The King of Fighters 2001 (NGH-2621)>2001>Other - NR (Not Rated)>Eolith / SNK>>Fighter
kof2001>The King of Fighters 2001 (NGM-262?)>2001>Other - NR (Not Rated)>Eolith / SNK>>Fighter
kf2k3pcb>The King of Fighters 2003 (Japan, JAMMA PCB)>2003>Other - NR (Not Rated)>SNK Playmore>>Fighter
kof2003h>The King of Fighters 2003 (NGH-2710)>2003>Other - NR (Not Rated)>SNK Playmore>>Fighter
kof2003>The King of Fighters 2003 (NGM-2710)>2003>Other - NR (Not Rated)>SNK Playmore>>Fighter
lastbladh>The Last Blade / Bakumatsu Roman - Gekka no Kenshi (NGH-2340)>1997>Other - NR (Not Rated)>SNK>>Fighter
lastblad>The Last Blade / Bakumatsu Roman - Gekka no Kenshi (NGM-2340)>1997>Other - NR (Not Rated)>SNK>>Fighter
lastbld2>The Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi (NGM-2430)(NGH-2430)>1998>Other - NR (Not Rated)>SNK>>Fighter
lastsold>The Last Soldier (Korean release of The Last Blade)>1997>Other - NR (Not Rated)>SNK>>Fighter
tnextspcj>The Next Space (Japan)>1989>Other - NR (Not Rated)>SNK (Pasadena International Corp. license)>>Shoot-'Em-Up
tnextspc>The Next Space (set 1)>1989>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
tnextspc2>The Next Space (set 2)>1989>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
superspy>The Super Spy (NGM-011)(NGH-011)>1990>Other - NR (Not Rated)>SNK>>Action
ssideki4>The Ultimate 11 - The SNK Football Championship / Tokuten Ou - Honoo no Libero>1996>Other - NR (Not Rated)>SNK>>Sports/Soccer
timesold1>Time Soldiers (US Rev 1)>1987>Other - NR (Not Rated)>Alpha Denshi Co. (SNK/Romstar license)>>Shooter
timesold>Time Soldiers (US Rev 3)>1987>Other - NR (Not Rated)>Alpha Denshi Co. (SNK/Romstar license)>>Shooter
tophuntrh>Top Hunter - Roddy & Cathy (NGH-046)>1994>Other - NR (Not Rated)>SNK>>Platform
tophuntr>Top Hunter - Roddy & Cathy (NGM-046)>1994>Other - NR (Not Rated)>SNK>>Platform
tpgolf>Top Player's Golf (NGM-003)(NGH-003)>1990>Other - NR (Not Rated)>SNK>>Sports/Golf
tdfeverj>TouchDown Fever (Japan)>1987>Other - NR (Not Rated)>SNK>>Sports/Football
tdfever>TouchDown Fever (US)>1987>Other - NR (Not Rated)>SNK>>Sports/Football
tdfever2>TouchDown Fever 2>1988>Other - NR (Not Rated)>SNK>>Sports/Football
twinspri>Twinkle Star Sprites>1996>Other - NR (Not Rated)>ADK / SNK>>Shoot-'Em-Up
vanguardc>Vanguard (Centuri)>1981>Other - NR (Not Rated)>SNK (Centuri license)>>Shooter
vanguardj>Vanguard (Japan)>1981>Other - NR (Not Rated)>SNK>>Shooter
vanguard>Vanguard (SNK)>1981>Other - NR (Not Rated)>SNK>>Shooter
vangrd2>Vanguard II>1984>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
victroad>Victory Road>1986>Other - NR (Not Rated)>SNK>>Shooter
wh2j>World Heroes 2 Jet (ADM-007)(ADH-007)>1994>Other - NR (Not Rated)>ADK / SNK>>Fighter
whp>World Heroes Perfect>1995>Other - NR (Not Rated)>ADK / SNK>>Fighter
worldwar>World Wars (World?)>1987>Other - NR (Not Rated)>SNK>>Shoot-'Em-Up
zarzon>Zarzon>1981>Other - NR (Not Rated)>SNK (Taito America license)>>Shoot-'Em-Up
zupapa>Zupapa!>2001>Other - NR (Not Rated)>SNK>>Platform
