1337 (Europe) (Unl)>1337 (Europe) (Unl)>2010>Other - NR (Not Rated)>Defence Force>>Strategy
Alien Blitz (Europe)>Alien Blitz (Europe)>1983>Other - NR (Not Rated)>Melbourne House Ltd>>Shoot-'Em-Up
Alphabet Puzzle (Europe)>Alphabet Puzzle (Europe)>1983>Other - NR (Not Rated)>Cascade Games Ltd>>Puzzle
Amazea (Europe)>Amazea (Europe)>19xx>Other - NR (Not Rated)>Quark Data>>Maze
Arena 3000 (Europe)>Arena 3000 (Europe)>1984>Other - NR (Not Rated)>Microdeal>>Shoot-'Em-Up
Arrow of Death Part 1 (Europe)>Arrow of Death Part 1 (Europe)>1983>Other - NR (Not Rated)>Channel 8 Software / Paxman Promotions>>Adventure
Arrow of Death Part 2 (Europe)>Arrow of Death Part 2 (Europe)>1983>Other - NR (Not Rated)>Channel 8 Software / Paxman Promotions>>Adventure
Asteroids (Artic Computing) (Europe)>Asteroids (Artic Computing) (Europe)>1983>Other - NR (Not Rated)>Artic Computing>>Shoot-'Em-Up
Asteroids (Durell Software) (Europe)>Asteroids (Durell Software) (Europe)>1983>Other - NR (Not Rated)>Durell Software>>Action
Astro-War (Europe)>Astro-War (Europe)>1983>Other - NR (Not Rated)>Durell Software>>Shoot-'Em-Up
Atlantid (France)>Atlantid (France)>198x>Other - NR (Not Rated)>Sprites>>Shoot-'Em-Up
Attac on Kixi (Europe)>Attac on Kixi (Europe)>1984>Other - NR (Not Rated)>G. Morgan Software>>Shoot-'Em-Up
Attack of the Cybermen (Europe)>Attack of the Cybermen (Europe)>1984>Other - NR (Not Rated)>IJK Software>>Action
Attack of the Marshmallows (Europe)>Attack of the Marshmallows (Europe)>1984>Other - NR (Not Rated)>Divsoft>>Shoot-'Em-Up
Attacker (Cascade Games Ltd) (Europe)>Attacker (Cascade Games Ltd) (Europe)>1984>Other - NR (Not Rated)>Cascade Games Ltd>>Action
Attacker (UTS) (Europe)>Attacker (UTS) (Europe)>1983>Other - NR (Not Rated)>UTS>>Breakout
Awari (Europe)>Awari (Europe)>1983>Other - NR (Not Rated)>Kenema Associates Ltd>>Puzzle
Backgammon (Europe)>Backgammon (Europe)>1984>Other - NR (Not Rated)>IJK Software>>Board Games
Ballyhoo (Europe) (Disk 1) (Boot)>Ballyhoo (Europe) (Disk 1) (Boot)>1998>Other - NR (Not Rated)>Infocom>>Adventure
Ballyhoo (Europe) (Disk 2) (Game)>Ballyhoo (Europe) (Disk 2) (Game)>1998>Other - NR (Not Rated)>Infocom>>Adventure
Bandit (Europe)>Bandit (Europe)>1983>Other - NR (Not Rated)>Express Software>>Casino
Bar Blaster (Europe)>Bar Blaster (Europe)>19xx>Other - NR (Not Rated)>Byteland Computing>>Strategy
Barbitoric (Europe) (Unl)>Barbitoric (Europe) (Unl)>2003>Other - NR (Not Rated)>Defence Force>>Miscellaneous
Barrel Jump (Cascade Games Ltd) (Europe)>Barrel Jump (Cascade Games Ltd) (Europe)>1983>Other - NR (Not Rated)>Cascade Games Ltd>>Action
Barrel Jump (UTS) (Europe)>Barrel Jump (UTS) (Europe)>1984>Other - NR (Not Rated)>UTS>>Action
Battle Flight 4 (Europe)>Battle Flight 4 (Europe)>1983>Other - NR (Not Rated)>Stour Computing>>Flying
Battle Star (Europe) (Unl)>Battle Star (Europe) (Unl)>1985>Other - NR (Not Rated)>Paul Sparks>>Shoot-'Em-Up
Bering (France)>Bering (France)>1984>Other - NR (Not Rated)>Dialog Informatique>>Action
Big Baston (France)>Big Baston (France)>1984>Other - NR (Not Rated)>Sprites>>Sports/Boxing
Biorythme (Europe) (Unl)>Biorythme (Europe) (Unl)>19xx>Other - NR (Not Rated)>Richard Iozzino>>Miscellaneous
Black Hole (Cascade Games Ltd) (Europe)>Black Hole (Cascade Games Ltd) (Europe)>1984>Other - NR (Not Rated)>Cascade Games Ltd>>Breakout
Black Hole (UTS) (Europe)>Black Hole (UTS) (Europe)>1983>Other - NR (Not Rated)>UTS>>Action
Blackpool Tower (Europe)>Blackpool Tower (Europe)>1984>Other - NR (Not Rated)>Computer & Video Games>>Adventure
Blockbuster (Europe) (Unl)>Blockbuster (Europe) (Unl)>1983>Other - NR (Not Rated)>Andrew P. Gardner>>Shoot-'Em-Up
Blowtorch Blaster (Europe)>Blowtorch Blaster (Europe)>1983>Other - NR (Not Rated)>Touchstone>>Action
Boggles (Europe)>Boggles (Europe)>1983>Other - NR (Not Rated)>UTS>>Puzzle
Boggles!!! (Europe)>Boggles!!! (Europe)>1984>Other - NR (Not Rated)>Cascade Games Ltd>>Action
Bombyx (France)>Bombyx (France)>198x>Other - NR (Not Rated)>Dialog Informatique>>Action
Boss, The (Europe)>Boss, The (Europe)>1984>Other - NR (Not Rated)>Peaksoft>>Sports/Soccer
Boxworld (Europe) (Unl)>Boxworld (Europe) (Unl)>2004>Other - NR (Not Rated)>Stephane Geley>>Puzzle
Bozy Boa (Europe)>Bozy Boa (Europe)>1983>Other - NR (Not Rated)>CDS Micro Systems>>Action
Brad Saves the Professor (Europe)>Brad Saves the Professor (Europe)>1983>Other - NR (Not Rated)>Express Software>>Action
Breakout (Compuden) (Europe)>Breakout (Compuden) (Europe)>1983>Other - NR (Not Rated)>Compuden>>Breakout
Breakout (IJK Software) (Europe)>Breakout (IJK Software) (Europe)>1983>Other - NR (Not Rated)>IJK Software>>Breakout
Breakout-Machine (Europe) (Unl)>Breakout-Machine (Europe) (Unl)>19xx>Other - NR (Not Rated)>(Unknown)>>Breakout
Bricky (Europe)>Bricky (Europe)>1983>Other - NR (Not Rated)>Breakpoint Ltd>>Platform
Bridge (Europe)>Bridge (Europe)>1983>Other - NR (Not Rated)>Touchstone>>Tabletop
Brique a Brac (Europe)>Brique a Brac (Europe)>1984>Other - NR (Not Rated)>Marco Polo>>Breakout
Buccaneer (Europe)>Buccaneer (Europe)>1986>Other - NR (Not Rated)>F.G.C. Distribution>>Adventure
Buckaroo Banzai (Europe)>Buckaroo Banzai (Europe)>1998>Other - NR (Not Rated)>Adventure International>>Adventure
Buggy Boy (Europe) (Unl)>Buggy Boy (Europe) (Unl)>2004>Other - NR (Not Rated)>Defence Force>>Miscellaneous
Can You Count (Europe)>Can You Count (Europe)>19xx>Other - NR (Not Rated)>Mellowsoft>>Educational
Can You Spell (Europe)>Can You Spell (Europe)>19xx>Other - NR (Not Rated)>Mellowsoft>>Educational
Canada (Europe)>Canada (Europe)>1984>Other - NR (Not Rated)>Micrologic>>Action
Candyfloss (Europe)>Candyfloss (Europe)>1983>Other - NR (Not Rated)>IJK Software>>Educational
Cannon Ball Battle (Europe)>Cannon Ball Battle (Europe)>1983>Other - NR (Not Rated)>Cascade Games Ltd>>Shoot-'Em-Up
Cannonball Battle (Europe)>Cannonball Battle (Europe)>1983>Other - NR (Not Rated)>UTS>>Action
Canonnade (Europe) (Unl)>Canonnade (Europe) (Unl)>19xx>Other - NR (Not Rated)>(Unknown)>>Action
Captain's Log (Europe)>Captain's Log (Europe)>1984>Other - NR (Not Rated)>Chymesoft>>Adventure
Car Maniac (France)>Car Maniac (France)>1984>Other - NR (Not Rated)>Micro-Puce>>Action
Carn 3 (France)>Carn 3 (France)>1983>Other - NR (Not Rated)>Loriciels>>Shoot-'Em-Up
Casse Brique (France)>Casse Brique (France)>1983>Other - NR (Not Rated)>Loriciels>>Breakout
Castle, The (Europe)>Castle, The (Europe)>1983>Other - NR (Not Rated)>Bug Byte>>Adventure
Centipede (Europe)>Centipede (Europe)>1983>Other - NR (Not Rated)>Personal Software Services>>Shoot-'Em-Up
Chameleoric (Europe) (Unl)>Chameleoric (Europe) (Unl)>2005>Other - NR (Not Rated)>Norayr Chilingaryan>>Puzzle
Chef (France)>Chef (France)>1984>Other - NR (Not Rated)>Sprites>>Action
Chenille Infernale, La (France)>Chenille Infernale, La (France)>1983>Other - NR (Not Rated)>Loriciels>>Action
Chess (IJK Software) (Europe)>Chess (IJK Software) (Europe)>1984>Other - NR (Not Rated)>IJK Software>>Board Games
Chess (Tansoft) (Europe)>Chess (Tansoft) (Europe)>1983>Other - NR (Not Rated)>Tansoft>>Board Games
Chess II (Europe)>Chess II (Europe)>1984>Other - NR (Not Rated)>Tansoft>>Board Games
Chess Madness (Europe)>Chess Madness (Europe)>1989>Other - NR (Not Rated)>O.N. Software>>Action
Chopper (Melbourne House) (Europe)>Chopper (Melbourne House) (Europe)>1983>Other - NR (Not Rated)>Melbourne House>>Shoot-'Em-Up
Chopper (Severn Software) (Europe)>Chopper (Severn Software) (Europe)>1984>Other - NR (Not Rated)>Severn Software>>Shoot-'Em-Up
Chuckford (Europe)>Chuckford (Europe)>1986>Other - NR (Not Rated)>F.G.C. Distribution>>Platform
Circuit Oric (France)>Circuit Oric (France)>1983>Other - NR (Not Rated)>ASN Diffusion / Micro-Programmes 5>>Driving
City Bomber (Europe)>City Bomber (Europe)>198x>Other - NR (Not Rated)>Cosmos Computer Software>>Action
Classic Racing (Europe)>Classic Racing (Europe)>1984>Other - NR (Not Rated)>Salamander Software>>Simulation
Cobra (France)>Cobra (France)>1984>Other - NR (Not Rated)>Norsoft>>Action
Cobra Pinball (Europe)>Cobra Pinball (Europe)>1984>Other - NR (Not Rated)>Cobra Soft>>Action
Cock'In (France)>Cock'In (France)>1984>Other - NR (Not Rated)>Prism Micro Informatique>>Action
Colossal Adventure (Europe)>Colossal Adventure (Europe)>1983>Other - NR (Not Rated)>Level 9 Computing>>Adventure
Colour Match (Europe)>Colour Match (Europe)>1983>Other - NR (Not Rated)>Tansoft>>Puzzle
Columns (Europe)>Columns (Europe)>1993>Other - NR (Not Rated)>Bullet Proof Software>>Puzzle
Communicator (Europe) (Unl)>Communicator (Europe) (Unl)>1988>Other - NR (Not Rated)>Jonathan Bristow>>Strategy
Communicator II (Europe) (Unl)>Communicator II (Europe) (Unl)>1988>Other - NR (Not Rated)>Jonathan Bristow>>Strategy
Contract Bridge (Europe)>Contract Bridge (Europe)>1984>Other - NR (Not Rated)>Alligata Software>>Tabletop
Contre Attaque (Europe)>Contre Attaque (Europe)>1983>Other - NR (Not Rated)>Tansoft>>Shoot-'Em-Up
Count, The (Europe)>Count, The (Europe)>1998>Other - NR (Not Rated)>Adventure International>>Adventure
Course Automobile (Europe) (Unl)>Course Automobile (Europe) (Unl)>1984>Other - NR (Not Rated)>Patrice Le Bihan>>Driving
Crabes (Europe) (Unl)>Crabes (Europe) (Unl)>19xx>Other - NR (Not Rated)>(Unknown)>>Action
Crazy Dominoes (Europe)>Crazy Dominoes (Europe)>1983>Other - NR (Not Rated)>Tansoft>>Action
Crazy Python (Europe)>Crazy Python (Europe)>1983>Other - NR (Not Rated)>Data 2000>>Action
Creepy Castle (Europe) (Unl)>Creepy Castle (Europe) (Unl)>1985>Other - NR (Not Rated)>Your Computer>>Platform
Cribbage (Europe)>Cribbage (Europe)>1984>Other - NR (Not Rated)>IJK Software>>Tabletop
Crocky (France)>Crocky (France)>1983>Other - NR (Not Rated)>Loriciels>>Maze
Cutthroats (Europe) (Disk 1) (Boot)>Cutthroats (Europe) (Disk 1) (Boot)>1998>Other - NR (Not Rated)>Infocom>>Adventure
Cutthroats (Europe) (Disk 2) (Game)>Cutthroats (Europe) (Disk 2) (Game)>1998>Other - NR (Not Rated)>Infocom>>Adventure
Cyclotron (Europe) (Unl)>Cyclotron (Europe) (Unl)>2004>Other - NR (Not Rated)>Defence Force>>Action
Dallas (Europe)>Dallas (Europe)>1983>Other - NR (Not Rated)>Cases Computer Simulations>>Strategy
Dambuster (Europe)>Dambuster (Europe)>1984>Other - NR (Not Rated)>IJK Software>>Flying
Damsel in Distress (Europe)>Damsel in Distress (Europe)>1985>Other - NR (Not Rated)>IJK Software>>Platform
Deadline (Europe) (Disk 1) (Boot)>Deadline (Europe) (Disk 1) (Boot)>1998>Other - NR (Not Rated)>Infocom>>Adventure
Deadline (Europe) (Disk 2) (Game)>Deadline (Europe) (Disk 2) (Game)>1998>Other - NR (Not Rated)>Infocom>>Adventure
Death Driver (Europe)>Death Driver (Europe)>19xx>Other - NR (Not Rated)>GPD Software>>Driving
Death Satellite (Europe)>Death Satellite (Europe)>1983>Other - NR (Not Rated)>A & F Software>>Adventure
Defence Force (Europe)>Defence Force (Europe)>1983>Other - NR (Not Rated)>Tansoft>>Shoot-'Em-Up
Delta 4 (Europe)>Delta 4 (Europe)>1983>Other - NR (Not Rated)>Emerald Software>>Shoot-'Em-Up
Demolition (Europe)>Demolition (Europe)>1983>Other - NR (Not Rated)>Sector 7 Software>>Action
Derby Dash (Cascade Games Ltd) (Europe)>Derby Dash (Cascade Games Ltd) (Europe)>1983>Other - NR (Not Rated)>Cascade Games Ltd>>Action
Derby Dash (UTS) (Europe)>Derby Dash (UTS) (Europe)>1983>Other - NR (Not Rated)>UTS>>Sports/Horse Racing
Destroyer (Europe) (Unl)>Destroyer (Europe) (Unl)>1984>Other - NR (Not Rated)>Your Computer>>Shoot-'Em-Up
Dexterite (Europe)>Dexterite (Europe)>1984>Other - NR (Not Rated)>Proriciel>>Action
Diabolical Tower, The (Europe)>Diabolical Tower, The (Europe)>1984>Other - NR (Not Rated)>No Man's Land>>Adventure
Dig Dog (Europe)>Dig Dog (Europe)>1983>Other - NR (Not Rated)>Taskset Ltd>>Action
Digger (Europe)>Digger (Europe)>1984>Other - NR (Not Rated)>M. C. Lothlorien>>Action
Dinky Kong (Europe)>Dinky Kong (Europe)>1983>Other - NR (Not Rated)>Severn Software>>Platform
Do Your Sums (Europe)>Do Your Sums (Europe)>1983>Other - NR (Not Rated)>Cascade Games Ltd>>Educational
Doggy (France)>Doggy (France)>1984>Other - NR (Not Rated)>Loriciels>>Action
Don Juan (Europe)>Don Juan (Europe)>1984>Other - NR (Not Rated)>No Man's Land>>Strategy
Don't Panic (Europe)>Don't Panic (Europe)>1992>Other - NR (Not Rated)>Mirage Software Ltd>>Puzzle
Don't Press the Letter Q (Europe)>Don't Press the Letter Q (Europe)>1984>Other - NR (Not Rated)>IJK Software>>Action
Donkey Derby (Europe)>Donkey Derby (Europe)>1983>Other - NR (Not Rated)>Salamander Software>>Sports/Horse Racing
Dotman (Europe) (Unl)>Dotman (Europe) (Unl)>2002>Other - NR (Not Rated)>Rhetoric Software>>Maze
Dracula's Revenge (Europe)>Dracula's Revenge (Europe)>1983>Other - NR (Not Rated)>Softek>>Action
Draughts (Europe)>Draughts (Europe)>1984>Other - NR (Not Rated)>IJK Software>>Board Games
Drive Point (France)>Drive Point (France)>1984>Other - NR (Not Rated)>Sprites>>Action
Driver (Dialog Informatique) (France)>Driver (Dialog Informatique) (France)>1984>Other - NR (Not Rated)>Dialog Informatique>>Action
Driver (Tansoft) (Europe)>Driver (Tansoft) (Europe)>1983>Other - NR (Not Rated)>Tansoft>>Driving
Duck Shoot (Europe)>Duck Shoot (Europe)>1983>Other - NR (Not Rated)>Melbourne House Ltd>>Shoot-'Em-Up
Dungeon Adventure (Europe)>Dungeon Adventure (Europe)>198x>Other - NR (Not Rated)>Level 9 Computing>>Adventure
Dungeon Master (Europe) (Unl)>Dungeon Master (Europe) (Unl)>19xx>Other - NR (Not Rated)>Mickael Pointier (Dbug)>>Role-Playing
Dynamite (Cascade Games Ltd) (Europe)>Dynamite (Cascade Games Ltd) (Europe)>1983>Other - NR (Not Rated)>Cascade Games Ltd>>Shoot-'Em-Up
Dynamite (UTS) (Europe)>Dynamite (UTS) (Europe)>1983>Other - NR (Not Rated)>UTS>>Action
Elektro Storm (Europe)>Elektro Storm (Europe)>1983>Other - NR (Not Rated)>Personal Software Services>>Shoot-'Em-Up
Enchanter (Europe) (Disk 1) (Boot)>Enchanter (Europe) (Disk 1) (Boot)>1998>Other - NR (Not Rated)>Infocom>>Adventure
Enchanter (Europe) (Disk 2) (Game)>Enchanter (Europe) (Disk 2) (Game)>1998>Other - NR (Not Rated)>Infocom>>Adventure
Encounter (Europe)>Encounter (Europe)>1983>Other - NR (Not Rated)>Severn Software>>Adventure
Endu-Race (France) (Unl)>Endu-Race (France) (Unl)>1996>Other - NR (Not Rated)>Club Europe Oric>>Driving
Enigmatus (Europe)>Enigmatus (Europe)>19xx>Other - NR (Not Rated)>Athena Software>>Adventure
Escape from Manhattan (Europe)>Escape from Manhattan (Europe)>1983>Other - NR (Not Rated)>Computer Rentals Ltd>>Adventure
Escape from Pulsar 7 (Europe)>Escape from Pulsar 7 (Europe)>1983>Other - NR (Not Rated)>Channel 8 Software / Paxman Promotions>>Adventure
Esquive (France)>Esquive (France)>1983>Other - NR (Not Rated)>ASN Diffusion / Micro-Programmes 5>>Action
Ete Sera Chaud, L' (France)>Ete Sera Chaud, L' (France)>1984>Other - NR (Not Rated)>Sprites>>Shoot-'Em-Up
Exchange (Cascade Games Ltd) (Europe)>Exchange (Cascade Games Ltd) (Europe)>1983>Other - NR (Not Rated)>Cascade Games Ltd>>Action
Exchange (UTS) (Europe)>Exchange (UTS) (Europe)>1983>Other - NR (Not Rated)>UTS>>Puzzle
Fantasy Quest (Europe)>Fantasy Quest (Europe)>1983>Other - NR (Not Rated)>IJK Software>>Adventure
Feasibility Experiment (Europe)>Feasibility Experiment (Europe)>198x>Other - NR (Not Rated)>Channel 8 Software / Paxman Promotions>>Adventure
Fire Flash (Europe)>Fire Flash (Europe)>1984>Other - NR (Not Rated)>No Man's Land>>Shoot-'Em-Up
Fisher Sam (Europe) (Unl)>Fisher Sam (Europe) (Unl)>19xx>Other - NR (Not Rated)>(Unknown)>>Action
Flight 401 (Europe)>Flight 401 (Europe)>1984>Other - NR (Not Rated)>Knightsoft>>Flying
Flight Simulator (Europe)>Flight Simulator (Europe)>198x>Other - NR (Not Rated)>Quark Data>>Flying
Flight Simulator (Europe) (Unl)>Flight Simulator (Europe) (Unl)>19xx>Other - NR (Not Rated)>(Unknown)>>Flying
Fly for Your Life (Europe)>Fly for Your Life (Europe)>198x>Other - NR (Not Rated)>F.G.C. Distribution>>Action
Football (Europe)>Football (Europe)>1989>Other - NR (Not Rated)>HGC Software>>Sports/Soccer
Football Manager (Europe)>Football Manager (Europe)>1984>Other - NR (Not Rated)>Addictive Games>>Sports/Soccer
Force Field (Europe)>Force Field (Europe)>1983>Other - NR (Not Rated)>UTS>>Action
Force, The (Europe)>Force, The (Europe)>1983>Other - NR (Not Rated)>UTS>>Action
Forcefield (Europe)>Forcefield (Europe)>1984>Other - NR (Not Rated)>Cascade Games Ltd>>Action
Forest Trek (Europe)>Forest Trek (Europe)>1984>Other - NR (Not Rated)>Personal Software>>Action
Formule 1 (France)>Formule 1 (France)>1985>Other - NR (Not Rated)>Cobra Soft>>Driving
Franklin's Tomb (Europe)>Franklin's Tomb (Europe)>1983>Other - NR (Not Rated)>Salamander Software>>Adventure
Freeway Frog (Europe)>Freeway Frog (Europe)>1983>Other - NR (Not Rated)>Melbourne House Ltd>>Action
Frelon (France)>Frelon (France)>1984>Other - NR (Not Rated)>Loriciels>>Action
Frigate Commander (Europe)>Frigate Commander (Europe)>1984>Other - NR (Not Rated)>IJK Software>>Strategy
Frog (France)>Frog (France)>1983>Other - NR (Not Rated)>ASN Diffusion / Micro-Programmes 5>>Action
Frog-Hop! (Europe)>Frog-Hop! (Europe)>1984>Other - NR (Not Rated)>Tansoft>>Action
Frogger (Europe) (Unl)>Frogger (Europe) (Unl)>1983>Other - NR (Not Rated)>Your Computer>>Action
Fruit Machine (Europe)>Fruit Machine (Europe)>1984>Other - NR (Not Rated)>Personal Software>>Casino
Galactic Attack (Cascade Games Ltd) (Europe)>Galactic Attack (Cascade Games Ltd) (Europe)>1984>Other - NR (Not Rated)>Cascade Games Ltd>>Shoot-'Em-Up
Galactic Attack (UTS) (Europe)>Galactic Attack (UTS) (Europe)>1983>Other - NR (Not Rated)>UTS>>Puzzle
Galactic Dog Fight (Europe)>Galactic Dog Fight (Europe)>1984>Other - NR (Not Rated)>Cascade Games Ltd>>Action
Galactic Dogfight (Europe)>Galactic Dogfight (Europe)>1983>Other - NR (Not Rated)>UTS>>Shoot-'Em-Up
Galaxians (Europe)>Galaxians (Europe)>1983>Other - NR (Not Rated)>Softek>>Shoot-'Em-Up
Galaxie (France)>Galaxie (France)>1984>Other - NR (Not Rated)>Micro-Programmes 5>>Puzzle
Galaxion (France)>Galaxion (France)>1983>Other - NR (Not Rated)>Loriciels>>Shoot-'Em-Up
Galaxy (Europe)>Galaxy (Europe)>1983>Other - NR (Not Rated)>Durell Software>>Shoot-'Em-Up
Galaxy Wars (Europe) (Unl)>Galaxy Wars (Europe) (Unl)>2013>Other - NR (Not Rated)>Scainet Soft>>Shoot-'Em-Up
Gastronon (France)>Gastronon (France)>1983>Other - NR (Not Rated)>Loriciels>>Shoot-'Em-Up
Ghost Gobbler (Europe)>Ghost Gobbler (Europe)>1984>Other - NR (Not Rated)>IJK Software>>Maze
Ghost Town (Europe)>Ghost Town (Europe)>1998>Other - NR (Not Rated)>Adventure International>>Adventure
Ghostman (Europe)>Ghostman (Europe)>1984>Other - NR (Not Rated)>Severn Software>>Maze
Ghosts (Cascade Games Ltd) (Europe)>Ghosts (Cascade Games Ltd) (Europe)>1983>Other - NR (Not Rated)>Cascade Games Ltd>>Maze
Ghosts (UTS) (Europe)>Ghosts (UTS) (Europe)>1983>Other - NR (Not Rated)>UTS>>Puzzle
Godilloric (France)>Godilloric (France)>1983>Other - NR (Not Rated)>Loriciels>>Action
Golden Baton, The (Europe)>Golden Baton, The (Europe)>1983>Other - NR (Not Rated)>Channel 8 Software / Paxman Promotions>>Adventure
Golden Voyage, The (Europe)>Golden Voyage, The (Europe)>1998>Other - NR (Not Rated)>Adventure International>>Adventure
Goldmine (Europe)>Goldmine (Europe)>198x>Other - NR (Not Rated)>F.G.C. Distribution>>Action
Grail (Europe)>Grail (Europe)>1983>Other - NR (Not Rated)>Severn Software>>Adventure
Gravitor (Europe)>Gravitor (Europe)>1984>Other - NR (Not Rated)>Severn Software>>Action
Green Cross Toad (Europe)>Green Cross Toad (Europe)>1984>Other - NR (Not Rated)>IJK Software>>Action
Grendel (Europe)>Grendel (Europe)>1990>Other - NR (Not Rated)>Mirage Software Ltd>>Adventure
Grid-Bomb (Europe)>Grid-Bomb (Europe)>1984>Other - NR (Not Rated)>Touchstone>>Action
Gubbie (Europe)>Gubbie (Europe)>1985>Other - NR (Not Rated)>IJK Software>>Maze
Gulp (Europe) (Unl)>Gulp (Europe) (Unl)>1995>Other - NR (Not Rated)>Jonathan Bristow>>Action
Hangman (Cascade Games Ltd) (Europe)>Hangman (Cascade Games Ltd) (Europe)>1983>Other - NR (Not Rated)>Cascade Games Ltd>>Action
Hangman (IJK Software) (Europe)>Hangman (IJK Software) (Europe)>1983>Other - NR (Not Rated)>IJK Software>>Puzzle
Hangman (Mellowsoft) (Europe)>Hangman (Mellowsoft) (Europe)>198x>Other - NR (Not Rated)>Mellowsoft>>Puzzle
Hangman (Tansoft) (Europe)>Hangman (Tansoft) (Europe)>1983>Other - NR (Not Rated)>Tansoft>>Puzzle
Hangman (UTS) (Europe)>Hangman (UTS) (Europe)>1983>Other - NR (Not Rated)>UTS>>Puzzle
Happy Landings (Europe)>Happy Landings (Europe)>1983>Other - NR (Not Rated)>Basic Concepts>>Action
Hare and the Tortoise, The (Europe)>Hare and the Tortoise, The (Europe)>1984>Other - NR (Not Rated)>No Man's Land>>Educational
Hareraiser (Finale) (Europe)>Hareraiser (Finale) (Europe)>1984>Other - NR (Not Rated)>Haresoft>>Adventure
Hareraiser (Prelude) (Europe)>Hareraiser (Prelude) (Europe)>1984>Other - NR (Not Rated)>Haresoft>>Adventure
Harrier Attack (Europe)>Harrier Attack (Europe)>1983>Other - NR (Not Rated)>Durell Software>>Shoot-'Em-Up
Helico (Europe) (Unl)>Helico (Europe) (Unl)>19xx>Other - NR (Not Rated)>(Unknown)>>Shoot-'Em-Up
Hell's Temple (Europe)>Hell's Temple (Europe)>1983>Other - NR (Not Rated)>Kenema Associates Ltd>>Role-Playing
Hellion, The (Europe)>Hellion, The (Europe)>1984>Other - NR (Not Rated)>Orpheus>>Shoot-'Em-Up
Hero Zero (Europe)>Hero Zero (Europe)>1984>Other - NR (Not Rated)>Prosoft>>Action
Hexplode (Europe) (Unl)>Hexplode (Europe) (Unl)>1986>Other - NR (Not Rated)>T. Nicholson / Brian Kidd>>Puzzle
High Rise (Cascade Games Ltd) (Europe)>High Rise (Cascade Games Ltd) (Europe)>1983>Other - NR (Not Rated)>Cascade Games Ltd>>Action
High Rise (UTS) (Europe)>High Rise (UTS) (Europe)>1983>Other - NR (Not Rated)>UTS>>Action
